Title,Year,Source.title,Authors,Affiliations,AuthorID,Abstract,AIKeywords,Index.Keywords,EID,DOI,Country,KeywordsCorrected
SHOCK INITIATION OF NANO TATB EXPLOSIVES UNDER SHORT DURATION PULSES,2019,"Propellants, Explosives, Pyrotechnics","Guo X., Wang J., Ran J., Zhao L., Han Y., Cao W.","Institute of Chemical Materials, China Academy of Engineering Physics, PO Box 919-319, Mianyang, Sichuan, 621999, China",56714210800;57202359112;56959958700;57214293568;55387642200;56391343800;,BECAUSE OF THE POTENTIAL OF NANO TATB AS A CHARGE IN SLAPPER DETONATOR THE SHOCK INITIATION THRESHOLD OF NANO TATB EXPLOSIVE WAS STUDIED OVER SHORT PULSE DURATIONS DOWN TO 0 017 ΜS AND HIGH PRESSURE RANGES UP TO 17 GPA THE PULSES WERE PRODUCED BY THE IMPACT OF THIN PLASTIC FLYER PLATES WHICH WERE ACCELERATED BY ELECTRICALLY EXPLODED METAL FOILS NANO TATB POWDERS WITH A MEAN PARTICLE SIZE OF 60 NM WERE PREPARED AND PRESSED INTO CYLINDRICAL SAMPLE CHARGES WITH THREE DENSITIES 1 56 1 64 AND 1 74 G CM 3 THE FLYER IMPACT VELOCITY DATA VERSUS CHARGING VOLTAGES WAS MEASURED WITH DIFFERENT FLYER THICKNESSES TOGETHER WITH THE HUGONIOT RELATIONSHIPS OF FLYER AND SAMPLES THE IMPACT PRESSURES AND PULSE DURATIONS WERE CALCULATED BY USING LANGLIE METHOD THE THRESHOLD PRESSURES FOR SHOCK INITIATION WERE DETERMINED IN CASE OF THE IDENTICAL FLYER PLATE THE THRESHOLD PRESSURE INCREASES WITH INCREASING DENSITY IN CASE OF THE IDENTICAL EXPLOSIVE DENSITY THE THRESHOLD PRESSURE INCREASES AS THE THICKNESS OF THE FLYER DECREASES I E THE PULSE DURATION DECREASES EXCEPT FOR THE HIGHEST TESTED DENSITY THESE DATA ARE REPRESENTED WELL BY A CONSTANT P 2 Τ INITIATION CRITERION FOR THE SHORT HIGH PRESSURE PULSES AND DEVIATE FROM THE P 2 Τ BEHAVIOR AT LOWER PRESSURES FINALLY NANO TATB IS PROVED TO BE A LITTLE MORE SENSITIVE TO SHORT DURATION PULSES THAN SUPERFINE TATB BUT MUCH MORE SENSITIVE THAN PRODUCTION GRADE TATB 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,flyer impact; nano-TATB; shock initiation; short-duration pulse; threshold pressure,Explosives; Particle size; flyer impact; nano-TATB; Shock initiation; Short duration pulse; Threshold pressures; Initiators (explosives),2-s2.0-85061033425,10.1002/prep.201800260,China,FLYER IMPACT NANO TATB SHOCK INITIATION SHORT DURATION PULSE THRESHOLD PRESSURE
SHOCK INITIATION OF THE TRIAMINOTRINITROBENZENE BASED EXPLOSIVE JBO 9021 MEASURED WITH A PHOTON DOPPLER VELOCIMETER,2018,"Propellants, Explosives, Pyrotechnics","Zhang T., Zhao J.-B., Gao Z.-P., Wu X., He H.-L., Gu Y.","National Key Laboratory of Shock Wave and Detonation Physics, Institute of Fluid Physics, China Academy of Engineering Physics, Mianyang, Sichuan  621900, China, Institute of System Engineering, China Academy of Engineering Physics, Mianyang, 621900, China",55747918100;15066315300;55331725300;57188653558;26642927000;56424482100;,TRIAMINOTRINITROBENZENE TATB IS AN IMPORTANT INSENSITIVE HIGH EXPLOSIVE BECAUSE OF ITS LOW SHOCK SENSITIVITY AND HIGH ENERGY THE EVOLUTION OF SHOCK INTO THE DETONATION OF TATB REQUIRES ACADEMIC ATTENTION AND RESEARCH A MULTI POINTS LASER INTERFEROMETER TERMED A PHOTON DOPPLER VELOCIMETER AND A ROTATING MIRROR STREAK CAMERA WERE USED TO STUDY THE SHOCK INITIATION OF DETONATION IN A PRESSED SOLID EXPLOSIVE FORMULATION JBO 9021 WHICH CONTAINED 85 WT TATB 10 WT HMX AND 5 WT KEL F BINDER IN CONVENTIONAL EXPERIMENTS THE TEST EXPLOSIVE WAS ASSEMBLED BY USING SEVERAL COLUMNIFORM EXPLOSIVES WITH DIFFERENT EXTERNAL DIAMETERS A NEW DEVICE WAS DESIGNED TO SOLVE COMPLEX PROBLEMS THIS DEVICE COMPRISED A WEDGE SHAPED EXPLOSIVE SAMPLE AND A TRANSPARENT WINDOW AND BY USING THIS DEVICE THE PARTICLE VELOCITY HISTORIES OF EIGHT SHOCK POSITIONS AND THE SHOCKWAVE VELOCITY COULD BE OBTAINED A SERIES OF SHOCK INITIATION EXPERIMENTS ON HIGH EXPLOSIVE JBO 9021 WAS PERFORMED AND THE EXPLOSIVE SAMPLES WERE INITIATED AT DIFFERENT INTENSITY INPUT SHOCKS BY AN EXPLOSIVE DRIVEN ATTENUATOR THE PHOTON DOPPLER VELOCIMETER WAS USED TO DETAIL THE GROWTH FROM AN INPUT SHOCK TO DETONATION AND THE INCREASE IN PARTICLE VELOCITY IN UNREACTED JBO 9021 WAS ALSO OBTAINED IN LOW INTENSITY SHOCK INITIATION EXPERIMENTS THE SHOCK VELOCITY WAS MEASURED WITH A ROTATING MIRROR STREAK CAMERA IN ONE EXPERIMENT HUGONIOT DATA FOR JBO 9021 IN THE FORM OF A SHOCK VELOCITY VERSUS A PARTICLE VELOCITY AND THE INITIAL SHOCK PRESSURE VERSUS A DISTANCE TO DETONATION RELATIONSHIP POP PLOT WERE OBTAINED BASED ON THE EXPERIMENTAL RESULTS THE SHOCK SENSITIVITY CHARACTERISTIC OF JBO 9021 WAS DESCRIBED 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Hugoniot; Photon Doppler velocimeter; Pop-plot; Shock initiation; TATB,Cerenkov counters; Detonation; Doppler effect; Interferometers; Laser interferometry; Laser mirrors; Photons; Streak cameras; Velocity; Velocity control; Velocity measurement; Doppler velocimeter; Hugoniot; Pop plot; Shock initiation; TATB; Initiators (explosives),2-s2.0-85057590385,10.1002/prep.201800076,China,HUGONIOT PHOTON DOPPLER VELOCIMETER POP PLOT SHOCK INITIATION 1 3 5 TRIAMINO 2 4 6 TRINITROBENZENE TATB 
SHORT PULSE INITIATION OF AN RDX BASED EXPLOSIVE USING LARGE DIAMETER FLYER PLATE IMPACTS,2020,"Propellants, Explosives, Pyrotechnics","Neel C., Sable P.","Air Force Research Laboratory, Munitions Directorate, Damage Mechanisms Branch, 101 W Eglin Blvd, USA",25936592800;57193833173;,TEN IMPACT EXPERIMENTS ARE PRESENTED THAT PROBE THE INITIATION BEHAVIOR OF AN RDX BASED EXPLOSIVE THE EXPLOSIVE PELLETS WERE IMPACTED BY THIN ALUMINUM IMPACTORS SUPPORTED BY LOW IMPEDANCE POLYMERS THEREBY SUBJECTING THE PELLETS TO SHORT DURATION SHOCKS IMPACT CONDITIONS WERE USED TO DETERMINE IMPACT TILT PULSE PRESSURE AND DURATION SAMPLE TRANSIT TIME AND WHETHER OR NOT A DETONATION OCCURRED EXPLODING FOIL INITIATOR EFI LAUNCHERS WERE USED AS A BASELINE FOR EVALUATING THE TECHNIQUE AND IT WAS FOUND THAT THE PRESENT TECHNIQUE ADDRESSES MULTIPLE SHORTCOMINGS OF EFI BASED SYSTEMS THE ALUMINUM FOIL ALLOWED IMPACTS WITH PRESSURE DURATIONS OF 70 80 NS RESULTING IN INPUT CONDITIONS CLOSELY MATCHING THOSE OF EFI BASED SYSTEMS THE THICKER ALUMINUM PLATE IMPACTORS RESULTED IN PULSE DURATIONS OF APPROXIMATELY 600 NS AND ALLOWED ACCESS TO A PREVIOUSLY INACCESSIBLE REGION OF THE INITIATION CURVE INITIATION THRESHOLDS WERE BRACKETED USING BOTH IMPACTORS AND THE DATA IS COMPARED WITH COMPLEMENTARY INITIATION DATA FROM EFI BASED SYSTEMS WITH GOOD AGREEMENT BASED ON THE RESULTS AND CLOSELY RELATED WORK A NOVEL PHYSICALLY BASED CRITERION IS PROPOSED TO ALLOW THE INITIATION CURVE TO BE PREDICTED BASED ON THE EXPLOSIVE S UNREACTED EQUATION OF STATE AND SUSTAINED PULSE SHOCK TO DETONATION RUN DISTANCE THE POP PLOT GIVING A PHYSICAL BASIS FOR PREVIOUSLY PUBLISHED OBSERVATIONS FINALLY THE CRITERION IS APPLIED TO THE DATA AVAILABLE TO PROPOSE A RELATIONSHIP BETWEEN PRESSURE PULSE DURATION AND RUN DISTANCE SUGGESTING THAT INPUT PULSE DURATIONS OF 50 100 HIGHER THAN THE CRITICAL CONDITION SHOULD BE APPLIED TO APPROXIMATE THE RUN DISTANCE OF A SUSTAINED PULSE PUBLISHED 2020 THIS ARTICLE IS A U S GOVERNMENT WORK AND IS IN THE PUBLIC DOMAIN IN THE USA,attenuation criterion; explosive; initiation; SDT; short pulse,Detonation; Equations of state; Pelletizing; Ultrafast lasers; Critical condition; Equation of state; Exploding foils; Impact experiment; Physically based; Pulse durations; Shock to detonations; Short durations; Initiators (explosives),2-s2.0-85092895904,10.1002/prep.202000089,USA,ATTENUATION CRITERION EXPLOSIVE INITIATION SDT SHORT PULSE
SILICON FUEL IN HIGH PERFORMANCE EXPLOSIVES,2014,"Propellants, Explosives, Pyrotechnics","Anderson P.E., Cook P., Davis A., Mychajlonka K., Mileham M.","US Army ARDEC, Picatinny Arsenal, NJ 07806, USA, Nammo Talley Research and Development, Mesa, AZ 85277, USA, ATK Thiokol, PO Box 707, Brigham City, UT 84302, USA",57198985869;55773305500;56391449400;37045593200;15848993900;,IN AN EFFORT TO IMPROVE THE INSENSITIVE MUNITION IM RESPONSE BUT MAINTAIN PERFORMANCE OF ALUMINIZED FORMULATIONS SILICON WAS INVESTIGATED AS A POSSIBLE REPLACEMENT FOR ALUMINUM AN RDX BASED SILICON EXPLOSIVE WAS DEVELOPED IN WHICH NEARLY 90 REACTION OF SILICON TO SILICON DIOXIDE WAS REALIZED BY 7 VOLUME EXPANSIONS AS MEASURED BY THE 2 54CM DIAMETER COPPER CYLINDER EXPANSION TEST IN SPITE OF THE LOW NITRAMINE LOADING IN THE FORMULATION 79 WT THE CORRESPONDING GURNEY CONSTANT FOR THE EXPLOSIVE WAS 2 81 0 02KM S 1 WHICH IS SUPERIOR TO COMPOSITION A 3 UNDER THE SAME EXPERIMENTAL CONDITIONS 91 RDX 2 69 0 02KM S 1 ENERGY CALCULATIONS FROM DETONATION CALORIMETRY ALSO INDICATE REACTION OF THE SILICON WHICH WAS FURTHER CONFIRMED BY BOTH SILICON METAL AND SILICON DIOXIDE IN THE ANALYZED RESIDUE THE ENERGY RELEASE DESPITE IT BEING EQUIVALENT TO A HIGHLY LOADED EXPLOSIVE WAS FOUND TO LAG BEHIND THE RATE OF A 3 THIS INDICATES SILICON OXIDATION MAY OCCUR SOMETIME AFTER LIGHTER GAS REACTIONS IN THE REACTION FRONT BUT IS FAST ENOUGH TO IMPART WORK IN THE COPPER CYLINDER TEST COPYRIGHT 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Cylinder test; Gurney; Multiuse explosives; Silicon,Copper cylinders; Cylinder tests; Energy calculation; Experimental conditions; Gurney; Insensitive munitions; Silicon oxidation; Volume expansion; Copper; Cylinders (shapes); Silica; Silicon; Silicon oxides; Explosives,2-s2.0-84897596259,10.1002/prep.201300077,USA,CYLINDER TEST GURNEY MULTIUSE EXPLOSIVES SILICON
SIMULATION OF HEAT FLOW CURVES OF NC BASED PROPELLANTS PART 1 DETERMINATION OF REACTION ENTHALPIES AND OTHER CHARACTERISTICS OF THE REACTIONS OF NC AND STABILIZER DPA USING QUANTUM MECHANICAL METHODS,2021,"Propellants, Explosives, Pyrotechnics","Itkis D.G., Bohn M.A.","Fraunhofer-Institut für Chemische Technologie (ICT), Joseph-von-Fraunhofer-Straße 7, Pfinztal, 76327, Germany",57223929281;7102830679;,THE HEAT FLOW CURVES OF NITROCELLULOSE NC BASED PROPELLANTS ARE NOW AN IMPORTANT ASSESSMENT QUANTITY FOR THEIR QUALITY AND SAFETY IN STORAGE AND SERVICE THE MEASURABLE HEAT FLOW IS THE SUMMARIZED EFFECT OF THE RATES OF ALL THE REACTION HEATS OF THE REACTIONS GOING ON IN THE MATERIAL TO GET A DETAILED ASSESSMENT INSTEAD THE ONLY GLOBAL ONE REQUIRES KNOWING THE HEAT FLOW PARTS CAUSED BY NC AND BY STABILIZER REACTIONS FOR THIS IN TURN ONE NEEDS TO FIND THE REACTION ENTHALPIES OF THE ESSENTIAL NC DECOMPOSITION REACTIONS AND THE STABILIZER REACTIONS AT THE TEMPERATURE OF THE MEASUREMENT OF THE HEAT FLOW THESE DATA ARE NOT AVAILABLE IN THE LITERATURE TO GET MEANINGFUL DATA IT WAS NECESSARY TO USE QUANTUM MECHANICAL CALCULATIONS HERE SO CALLED DFT DENSITY FUNCTIONAL THEORY METHODS TO SCREEN THE POSSIBLE REACTIONS BY TRANSITION STATES AND THE ENERGETIC SITUATION BETWEEN EDUCTS AND PRODUCTS FOR THE CALCULATION OF THE REACTION ENTHALPIES AND THE TRANSITION STATES THE REACTANTS WERE EMBEDDED IN A POLARIZABLE CONTINUUM WHICH SIMULATES THE NC ENVIRONMENT FOR THE REACTANTS IN NC AND FOR THE STABILIZER REACTIONS IN ADDITION TO CALCULATE BOND DISSOCIATION ENTHALPIES OF NC AND OF NITROGLYCERINE A TYPE OF SHELL MODEL WAS USED CALLED ONIOM OUR OWN N LAYERED INTEGRATED MOLECULAR ORBITAL AND MOLECULAR MECHANICS MODEL THE RESULTS FROM THE DETERMINATIONS OF REACTION ENTHALPIES ARE USED IN THE SECOND PART OF THE PUBLICATION 2021 THE AUTHORS PUBLISHED BY WILEY VCH GMBH,DFT calculations; NC decomposition; reaction enthalpies; stabilizer reactions; transition states,Chemical bonds; Density functional theory; Digital storage; Enthalpy; Heat transfer; Molecular orbitals; Propellants; Quantum theory; Reaction rates; Storage as a service (STaaS); Bond dissociation enthalpies; Decomposition reaction; Polarizable continuums; Quality and safeties; Quantum mechanical method; Quantum-mechanical calculation; Reaction enthalpies; Transition state; Flow measuring instruments,2-s2.0-85106484488,10.1002/prep.202000314,Germany,DFT CALCULATIONS NC DECOMPOSITION REACTION ENTHALPIES STABILIZER REACTIONS TRANSITION STATES
SIMULATION OF HEAT FLOW CURVES OF NC BASED PROPELLANTS PART 2 APPLICATION TO DPA STABILIZED PROPELLANTS,2021,"Propellants, Explosives, Pyrotechnics","Itkis D.G., Bohn M.A.","Fraunhofer-Institut für Chemische Technologie (ICT), Joseph-von-Fraunhofer-Straße 7, Pfinztal, 76327, Germany",57223929281;7102830679;,MEASURING OF HEAT FLOW CURVES AT TEMPERATURES NEAR THE IN SERVICE RANGE HAVE BECOME A STANDARD FOR STABILITY AND COMPATIBILITY ASSESSMENTS OF NITROCELLULOSE NC BASED ENERGETIC MATERIALS THE TYPICAL TECHNIQUE TO REALISE THIS DEMAND IS HEAT FLOW MICROCALORIMETRY THE HEAT FLOW CURVES ARE THE SUMMARIZED EFFECT OF THE RATES OF ALL THE REACTION HEATS IN THE MIXTURE THE PROPELLANT COMPOSITION HAS A SIGNIFICANT INFLUENCE ON THE SHAPES OF THE HEAT FLOW CURVES TO ASSESS THE STABILITY ON A FIRMER BASE IT IS OF INTEREST TO KNOW WHAT CONTRIBUTIONS TO THE TOTAL HEAT FLOW THE INDIVIDUAL REACTIONS HAVE FROM THE NC DECOMPOSITION AND FROM THE STABILIZER REACTIONS THIS NEEDS THE SIMULATION OF THE HEAT FLOW CURVES BASED ON THE INDIVIDUAL REACTIONS WITH THEIR THERMOCHEMICAL DATA AND THEIR REACTION RATES FOR THIS THE REACTION ENTHALPIES OF ALL RELEVANT REACTIONS MUST BE KNOWN ON THESE PREREQUISITES WAS REPORTED IN PART 1 WITH THE DATA FROM THERE THE SIMULATION OF THE HEAT FLOW CURVE OF THE BALL POWDER PROPELLANT TYPE K6210 WAS UNDERTAKEN USING A REACTION SCHEME FOR THE NITRATE ESTER DECOMPOSITION AND THE DPA REACTIONS IN PRINCIPLE THE HERE DEVELOPED AND APPLIED PROCEDURE IS USABLE FOR ALL TYPES OF NC BASED PROPELLANTS AND HEAT FLOW CURVES 2021 THE AUTHORS PROPELLANTS EXPLOSIVES PYROTECHNICS PUBLISHED BY WILEY VCH GMBH,NC propellants; reaction enthalpies; reaction rate schemes; reaction schemes; simulation of heat flow curves,Enthalpy; Propellants; Reaction rates; Nitrate esters; Reaction enthalpies; Reaction heat; Reaction schemes; Relevant reactions; Thermochemical data; Heat transfer,2-s2.0-85106495848,10.1002/prep.202000313,Germany,NC PROPELLANTS REACTION ENTHALPIES REACTION RATE SCHEMES REACTION SCHEMES SIMULATION OF HEAT FLOW CURVES
SMALL SCALE SAFETY TESTING OF AMMONIUM NITRATE AND MIXTURES,2016,"Propellants, Explosives, Pyrotechnics","Preston D.N., Brown G.W., Sandstrom M.M., Pollard C.J., Warner K.F., Remmers D.L., Phillips J.J., Shelley T.J., Reyes J.A., Hsu P.C., Reynolds J.G.","Los Alamos National Laboratory (LANL), Los Alamos, NM, USA, Naval Surface Warfare Center, Indian Head Division (NSWC-IHD), Indian Head, MD, USA, Sandia National Laboratories (SNL), Albuquerque, NM, USA, Bureau of Alcohol, Tobacco, Firearms and Explosives (BATFE), Redstone Arsenal, AL, USA, Applied Research Associates (AFRL), Tyndall Air Force Base, FL, USA, Lawrence Livermore National Laboratory (LLNL), Livermore, CA, USA",55246243300;55493404600;55871121721;50262707200;56022373000;56021726100;57198608222;56023377600;56818516500;9274481400;57216597918;,AMMONIUM NITRATE AN GUNPOWDER GP AND AN AMMONIUM NITRATE GUNPOWDER MIXTURE AN GP WERE STUDIED FOR IMPACT SENSITIVITY BY FOUR LABORATORIES USING THE DROP HAMMER APPARATUS BRUCETON AND NEYER METHODS WERE USED AS EXPERIMENTAL PROTOCOLS AND FOR DATA REDUCTION THE RESULTS ARE PRESENTED AS 50 PROBABILITY OF REACTION DH50 FOR AN THE DH50 VALUES ARE WIDELY VARIED AMONG THE PARTICIPANTS FROM SENSITIVE TO COMPLETELY INSENSITIVE LIMIT OF THE EQUIPMENT WITH NO REAL CORRELATION AMONG RESULTS GP AND THE AN GP MIXTURE EXHIBITED MUCH MORE SENSITIVITY OVERALL AND WERE IN SOME CASES WITHIN STATISTICAL VALUES EXTRAPOLATED FROM PREVIOUS STUDIES OF RDX THE VARIABILITY IN RESULTS FOR THE AN DATA IS ATTRIBUTED TO THE DIFFICULTY IN DETERMINING A POSITIVE REACTION EVENT FOR AN AS DETAILED BY NEYER EXPERIMENTS AND PHOTOGRAPHY DURING POSITIVE REACTIONS VARIABILITY IN RESULTS FOR THE GP AND AN GP MIXTURES IS ATTRIBUTED TO EQUIPMENT ENVIRONMENT AND DETECTION CRITERIA THIS WORK WAS PERFORMED BY THE INTEGRATED DATA COLLECTION ANALYSIS IDCA PROGRAM A MULTI LABORATORY EFFORT TO STANDARDIZE SAFETY TESTING OF IMPROVISED OR HOMEMADE EXPLOSIVES FUNDED BY THE DEPARTMENT OF HOMELAND SECURITY 2016 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Ammonium nitrate; Ammonium nitrate mixtures; Gunpowder; Impact sensitivity; Safety testing,Explosives; Guns (armament); Mixtures; Nitrates; Powders; Software testing; Test facilities; Ammonium nitrate; Department of Homeland Security; Detection criteria; Experimental protocols; Gunpowder; Impact sensitivities; Integrated data; Reaction events; Safety testing,2-s2.0-84958850112,10.1002/prep.201500124,USA,AMMONIUM NITRATE AN AMMONIUM NITRATE AN GUNPOWDER IMPACT SENSITIVITY SAFETY TESTING
SOLUBILITY DETERMINATION OF RAW ENERGETIC MATERIALS IN MOLTEN 2 4 DINITROANISOLE,2014,"Propellants, Explosives, Pyrotechnics","Grau H., Gandzelko A., Samuels P.","US Army Armament Research, Development, and Engineering Center, Munitions Engineering Technology Center, Picatinny Arsenal, NJ, USA",56316450200;13614022800;53986504200;,2 4 DINITROANISOLE DNAN IS AN INGREDIENT USED IN SEVERAL INSENSITIVE MUNITION FORMULATIONS THAT HAVE RECENTLY BEEN QUALIFIED BY THE US ARMY A PHENOMENON KNOWN AS IRREVERSIBLE GROWTH IS FOUND TO OCCUR DURING CONDITIONING CYCLES OF INSENSITIVE MUNITIONS IM THAT CONTAIN DNAN A POSSIBLE CAUSE OF THE IRREVERSIBLE GROWTH MAYBE THE POTENTIAL SOLUBILITY OF ENERGETIC COMPONENTS FORMULATED WITH MELTED DNAN THIS REPORT DOCUMENTS METHODS DEVELOPMENT AND PROCEDURES USED TO DETERMINE THE SOLUBILITY OF ENERGETIC CONSTITUENTS IN MOLTEN DNAN AT 100 C HIGH PERFORMANCE LIQUID CHROMATOGRAPHY AND ION CHROMATOGRAPHY WERE USED FOR QUANTITATION SOLUBILITIES GIVEN AS G ENERGETIC PER 100 G DNAN OF RDX HMX NTO NQ AND AP WERE FOUND AS 13 7 3 02 0 222 0 448 AND 0 088 RESPECTIVELY 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Ammonium perchlorate (AP); Chromatography; DNAN; Energetic materials; HMX; Nitroguanidine (NQ); NTO; RDX; Solubility,Ammunition; Chromatography; Explosives; High performance liquid chromatography; HMX; Molten materials; Ammonium perchlorates; DNAN; Nitroguanidine; NTO; RDX; Solubility,2-s2.0-84905754513,10.1002/prep.201300083,USA,AMMONIUM PERCHLORATE AP CHROMATOGRAPHY DNAN ENERGETIC MATERIAL CYCLOTETRAMETHYLENE TETRANITRAMINE HMX NITROGUANIDINE NQ 3 NITRO 1 2 4 TRIAZOL 5 ONE NTO CYCLOTRIMETHYLENE TRINITRAMINE RDX SOLUBILITY
SPECTRALLY AND TEMPORALLY RESOLVED OPTICAL DEPTH MEASUREMENTS IN HIGH EXPLOSIVE POST DETONATION FIREBALLS,2020,"Propellants, Explosives, Pyrotechnics","Lodes R., Krier H., Glumac N.","Mechanical Science and Engineering, University of Illinois at Urbana-Champaign, Mechanical Engineering Laboratory, 105 S Matthews Avenue, Urbana, 61801, USA",57215720737;7005868598;7004041369;,TEMPORALLY AND SPECTRALLY RESOLVED OPTICAL DEPTH MEASUREMENTS WERE MADE IN FIREBALLS FROM FIVE COMMON HIGH EXPLOSIVES CHAMBERED EXPLOSIVE DETONATIONS WERE PROBED WITH 405 NM 532 NM 650 NM 1310 NM AND 9600 NM LASER LIGHT TO QUANTIFY OPTICAL ATTENUATION DURING THE FIRST 5 MS AFTER INITIATION ATTENUATION LENGTHS ARE REPORTED FOR EACH WAVELENGTH AND HIGH EXPLOSIVE AS A FUNCTION OF TIME TWO CHARGE SIZES WERE STUDIED TO SHOW OPTICAL DEPTH SCALING FOR CHARGE MASS TRENDS IN OPTICAL DEPTH BETWEEN TYPE OF EXPLOSIVE AND PROBE WAVELENGTH ARE PRESENTED AND DISCUSSED THE SPECTRAL DEPENDENCE OF ATTENUATION DEPARTED STRONGLY FROM THE FORMULA PRESENTED PREDICTION FROM RAYLEIGH SCATTERING INDICATING SIGNIFICANT ABSORPTION IN ADDITION TO SCATTERING BEAM STEERING EFFECTS WERE DETERMINED TO BE OF MINIMAL INFLUENCE FOR THE SCALE OF EXPLOSIVES TESTED BLAST SCALING IS CONSIDERED IN ATTEMPT TO GENERALIZE THE RESULTS PRESENTED 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Detonator; Explosive Fireball; High Explosive; Laser Attenuation; Optical Depth,Detonation; Optical properties; Attenuation lengths; Beam-steering effects; Detonation Fireball; Detonator; High explosives; Optical attenuation; Optical depth; Spectral dependences; Initiators (explosives),2-s2.0-85081742916,10.1002/prep.201900225,USA,DETONATOR EXPLOSIVE FIREBALL HIGH EXPLOSIVE LASER ATTENUATION OPTICAL DEPTH
SPECTROSCOPIC INVESTIGATIONS OF HIGH NITROGEN COMPOUNDS FOR NEAR INFRARED ILLUMINANTS,2014,"Propellants, Explosives, Pyrotechnics","Fischer N., Feller M., Klapotke T.M., Kowalewski M., Scheutzow S., Stierstorfer J.","Department Chemie, LMU M∏nchen, Butenandtstr 5-13, 81377 M∏nchen, Germany",22960805800;55155293600;7102225410;24773710100;25825670900;22956620000;,ALKALINE METAL SALTS ARE WIDELY USED IN PYROTECHNIC FORMULATIONS FOR NIR PYROTECHNICS POTASSIUM AND CESIUM NITRATE ARE MAINLY USED AS OXIDIZERS AND INFRARED EMITTERS HEREIN NEW NIR ILLUMINANT FORMULATIONS WERE TESTED USING SEVERAL POTASSIUM AND CESIUM SALTS OF HIGH NITROGEN COMPOUNDS SUCH AS TETRAZOLE AND TRIAZOLE DERIVATIVES THE RESEARCH OF NEW FORMULATIONS COMPRISES THE EVALUATION OF SENSITIVITY DATA AND RADIOMETRIC MEASUREMENTS OF NEW FORMULATIONS IT WAS FURTHER INVESTIGATED WHETHER THE IR EMISSION CAN BE IMPROVED USING DIFFERENT NITROGEN RELEASING AGENTS LIKE AMINOTETRAZOLE OR DIETHYLENE TRIAMINE TRINITRATE DETT AS HEXAMETHYLENETETRAMINE REPLACEMENTS 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Hexamine replacements; High-nitrogen compounds; NIR illuminants; Potassium and cesium salts,Cesium; Salts; Cesium salts; Diethylene triamine; Hexamines; High-nitrogen compound; NIR illuminants; Radiometric measurements; Spectroscopic investigations; Triazole derivatives; Infrared devices,2-s2.0-84899645205,10.1002/prep.201300092,Germany,HEXAMINE REPLACEMENTS HIGH NITROGEN COMPOUNDS NIR ILLUMINANTS POTASSIUM AND CESIUM SALTS
