"Year","Keyword","x","Incidenceweight"
2017,"THERMOLYSIS",2,"1-2"
2018,"THERMOLYSIS",25,"21-30"
2019,"THERMOLYSIS",12,"11-20"
2020,"THERMOLYSIS",18,"11-20"
2021,"THERMOLYSIS",17,"11-20"
2001,"TRACE ANALYSIS",1,"1-2"
2003,"TRACE ANALYSIS",2,"1-2"
2005,"TRACE ANALYSIS",1,"1-2"
2007,"TRACE ANALYSIS",4,"3-5"
2008,"TRACE ANALYSIS",4,"3-5"
2009,"TRACE ANALYSIS",6,"6-10"
2010,"TRACE ANALYSIS",12,"11-20"
2011,"TRACE ANALYSIS",13,"11-20"
2012,"TRACE ANALYSIS",16,"11-20"
2013,"TRACE ANALYSIS",8,"6-10"
2014,"TRACE ANALYSIS",7,"6-10"
2015,"TRACE ANALYSIS",3,"3-5"
2016,"TRACE ANALYSIS",15,"11-20"
2017,"TRACE ANALYSIS",13,"11-20"
2018,"TRACE ANALYSIS",9,"6-10"
2019,"TRACE ANALYSIS",12,"11-20"
2020,"TRACE ANALYSIS",9,"6-10"
2021,"TRACE ANALYSIS",8,"6-10"
2022,"TRACE ANALYSIS",1,"1-2"
2001,"TRIACETONE TRIPEROXIDE (TATP)",1,"1-2"
2002,"TRIACETONE TRIPEROXIDE (TATP)",2,"1-2"
2003,"TRIACETONE TRIPEROXIDE (TATP)",2,"1-2"
2004,"TRIACETONE TRIPEROXIDE (TATP)",2,"1-2"
2005,"TRIACETONE TRIPEROXIDE (TATP)",3,"3-5"
2006,"TRIACETONE TRIPEROXIDE (TATP)",4,"3-5"
2007,"TRIACETONE TRIPEROXIDE (TATP)",1,"1-2"
2008,"TRIACETONE TRIPEROXIDE (TATP)",8,"6-10"
2009,"TRIACETONE TRIPEROXIDE (TATP)",8,"6-10"
2010,"TRIACETONE TRIPEROXIDE (TATP)",10,"6-10"
2011,"TRIACETONE TRIPEROXIDE (TATP)",9,"6-10"
2012,"TRIACETONE TRIPEROXIDE (TATP)",12,"11-20"
2013,"TRIACETONE TRIPEROXIDE (TATP)",8,"6-10"
2014,"TRIACETONE TRIPEROXIDE (TATP)",7,"6-10"
2015,"TRIACETONE TRIPEROXIDE (TATP)",6,"6-10"
2016,"TRIACETONE TRIPEROXIDE (TATP)",6,"6-10"
2017,"TRIACETONE TRIPEROXIDE (TATP)",11,"11-20"
2018,"TRIACETONE TRIPEROXIDE (TATP)",8,"6-10"
2019,"TRIACETONE TRIPEROXIDE (TATP)",11,"11-20"
2020,"TRIACETONE TRIPEROXIDE (TATP)",7,"6-10"
2021,"TRIACETONE TRIPEROXIDE (TATP)",11,"11-20"
2022,"TRIACETONE TRIPEROXIDE (TATP)",1,"1-2"
2001,"TRIAZINE",1,"1-2"
2002,"TRIAZINE",1,"1-2"
2003,"TRIAZINE",1,"1-2"
2005,"TRIAZINE",1,"1-2"
2007,"TRIAZINE",8,"6-10"
2008,"TRIAZINE",8,"6-10"
2009,"TRIAZINE",12,"11-20"
2010,"TRIAZINE",9,"6-10"
2011,"TRIAZINE",16,"11-20"
2012,"TRIAZINE",13,"11-20"
2013,"TRIAZINE",11,"11-20"
2014,"TRIAZINE",6,"6-10"
2015,"TRIAZINE",5,"3-5"
2016,"TRIAZINE",5,"3-5"
2017,"TRIAZINE",3,"3-5"
2018,"TRIAZINE",1,"1-2"
2019,"TRIAZINE",4,"3-5"
2020,"TRIAZINE",4,"3-5"
2021,"TRIAZINE",4,"3-5"
2001,"UNCLASSIFIED DRUG",4,"3-5"
2002,"UNCLASSIFIED DRUG",4,"3-5"
2003,"UNCLASSIFIED DRUG",5,"3-5"
2004,"UNCLASSIFIED DRUG",7,"6-10"
2005,"UNCLASSIFIED DRUG",3,"3-5"
2006,"UNCLASSIFIED DRUG",4,"3-5"
2007,"UNCLASSIFIED DRUG",21,"21-30"
2008,"UNCLASSIFIED DRUG",13,"11-20"
2009,"UNCLASSIFIED DRUG",29,"21-30"
2010,"UNCLASSIFIED DRUG",24,"21-30"
2011,"UNCLASSIFIED DRUG",33,"31-40"
2012,"UNCLASSIFIED DRUG",44,"41-50"
2013,"UNCLASSIFIED DRUG",24,"21-30"
2014,"UNCLASSIFIED DRUG",15,"11-20"
2015,"UNCLASSIFIED DRUG",18,"11-20"
2016,"UNCLASSIFIED DRUG",15,"11-20"
2017,"UNCLASSIFIED DRUG",14,"11-20"
2018,"UNCLASSIFIED DRUG",17,"11-20"
2019,"UNCLASSIFIED DRUG",20,"11-20"
2020,"UNCLASSIFIED DRUG",14,"11-20"
2021,"UNCLASSIFIED DRUG",10,"6-10"
2001,"VAPOR",1,"1-2"
2002,"VAPOR",1,"1-2"
2005,"VAPOR",1,"1-2"
2008,"VAPOR",7,"6-10"
2009,"VAPOR",9,"6-10"
2010,"VAPOR",15,"11-20"
2011,"VAPOR",17,"11-20"
2012,"VAPOR",28,"21-30"
2013,"VAPOR",24,"21-30"
2014,"VAPOR",14,"11-20"
2015,"VAPOR",3,"3-5"
2016,"VAPOR",3,"3-5"
2017,"VAPOR",3,"3-5"
2018,"VAPOR",1,"1-2"
2019,"VAPOR",4,"3-5"
2020,"VAPOR",3,"3-5"
2021,"VAPOR",3,"3-5"
2001,"WATER",3,"3-5"
2003,"WATER",1,"1-2"
2004,"WATER",1,"1-2"
2005,"WATER",1,"1-2"
2006,"WATER",1,"1-2"
2007,"WATER",8,"6-10"
2008,"WATER",12,"11-20"
2009,"WATER",9,"6-10"
2010,"WATER",3,"3-5"
2011,"WATER",14,"11-20"
2012,"WATER",12,"11-20"
2013,"WATER",3,"3-5"
2014,"WATER",5,"3-5"
2015,"WATER",5,"3-5"
2016,"WATER",4,"3-5"
2017,"WATER",2,"1-2"
2018,"WATER",2,"1-2"
2019,"WATER",2,"1-2"
2020,"WATER",4,"3-5"
2021,"WATER",4,"3-5"
2001,"WATER POLLUTANTS, CHEMICAL",3,"3-5"
2002,"WATER POLLUTANTS, CHEMICAL",1,"1-2"
2005,"WATER POLLUTANTS, CHEMICAL",1,"1-2"
2007,"WATER POLLUTANTS, CHEMICAL",8,"6-10"
2008,"WATER POLLUTANTS, CHEMICAL",5,"3-5"
2009,"WATER POLLUTANTS, CHEMICAL",16,"11-20"
2010,"WATER POLLUTANTS, CHEMICAL",14,"11-20"
2011,"WATER POLLUTANTS, CHEMICAL",17,"11-20"
2012,"WATER POLLUTANTS, CHEMICAL",13,"11-20"
2013,"WATER POLLUTANTS, CHEMICAL",4,"3-5"
2014,"WATER POLLUTANTS, CHEMICAL",2,"1-2"
2015,"WATER POLLUTANTS, CHEMICAL",3,"3-5"
2016,"WATER POLLUTANTS, CHEMICAL",5,"3-5"
2018,"WATER POLLUTANTS, CHEMICAL",1,"1-2"
2019,"WATER POLLUTANTS, CHEMICAL",1,"1-2"
2020,"WATER POLLUTANTS, CHEMICAL",3,"3-5"
2021,"WATER POLLUTANTS, CHEMICAL",1,"1-2"
2004,"X-RAY DIFFRACTION (XRD)",2,"1-2"
2007,"X-RAY DIFFRACTION (XRD)",1,"1-2"
2008,"X-RAY DIFFRACTION (XRD)",4,"3-5"
2009,"X-RAY DIFFRACTION (XRD)",3,"3-5"
2010,"X-RAY DIFFRACTION (XRD)",13,"11-20"
2011,"X-RAY DIFFRACTION (XRD)",7,"6-10"
2012,"X-RAY DIFFRACTION (XRD)",13,"11-20"
2013,"X-RAY DIFFRACTION (XRD)",9,"6-10"
2014,"X-RAY DIFFRACTION (XRD)",6,"6-10"
2015,"X-RAY DIFFRACTION (XRD)",8,"6-10"
2016,"X-RAY DIFFRACTION (XRD)",7,"6-10"
2017,"X-RAY DIFFRACTION (XRD)",9,"6-10"
2018,"X-RAY DIFFRACTION (XRD)",6,"6-10"
2019,"X-RAY DIFFRACTION (XRD)",7,"6-10"
2020,"X-RAY DIFFRACTION (XRD)",3,"3-5"
2021,"X-RAY DIFFRACTION (XRD)",7,"6-10"
