AIKeywords	CorrectedAIKeywords	CorAIKeywordsAcronym
HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC- MS)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC-MS)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC-MS)
"HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-UV/VIS, TNC EXPLOSIVES"	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH PERFORMANCE LIQUID CHROMATOGRAPHY/UV-VIS	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY	HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY (HPTLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPTLC)
HIGH PRESSURE LIQUID CHROMATOGRAPHY	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH PRESSURE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH RESOLUTION ACCURATE MASS SPECTROMETRY	HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)	HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)
HIGH RESOLUTION MASS SPECTROMETRY	HIGH-RESOLUTION MASS SPECTROMETRY	HIGH-RESOLUTION MASS SPECTROMETRY
HIGH TEMPERATURES	HIGH TEMPERATURE	HIGH TEMPERATURE
HIGH THROUGHPUT DNA SEQUENCING	HIGH THROUGHPUT SEQUENCING	HIGH THROUGHPUT SEQUENCING
HIGH THROUGHPUT NUCLEOTIDE SEQUENCING	HIGH THROUGHPUT SEQUENCING	HIGH THROUGHPUT SEQUENCING
HIGH- PERFORMANCE LIQUID CHROMATOGRAPHY	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH- PERFORMANCE-LIQUID-CHROMATOGRAPHY	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY/MASS SPECTROMETRY	HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY	HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY
HIGH-PERFORMANCE LIQUID CHROMOTOGRAPHY	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH-PERFORMANCE THIN-LAYER CHROMATOGRAPHY	HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY (HPTLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPTLC)
HIGH-PERFORMANCE THIN-LAYER CHROMATOGRAPHY (HPTLC)	HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY (HPTLC)	HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY (HPTLC)
HIGH-PRESSURE LIQUID CHROMATOGRAPHY	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HIGH-RESOLUTION MASS SPECTROMETRY	HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)	HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)
HIGH-RISK BEHAVIOR	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
HIGH-RISK BEHAVIORS	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
HIGH-RISK BEHAVIOUR	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
HIGH-THROUGHPUT SEQUENCING	HIGH THROUGHPUT SEQUENCING	HIGH THROUGHPUT SEQUENCING
HIGHRISK BEHAVIORS	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
HIGHWAY ACCIDENTS	TRAFFIC ACCIDENT	TRAFFIC ACCIDENT
HMTD	HEXAMETHYLENE TRIPEROXIDE DIAMINE (HMTD)	HEXAMETHYLENE TRIPEROXIDE DIAMINE (HMTD)
HMX	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)	CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX)
HNS	HEXANITROSTILBENE (HNS)	HEXANITROSTILBENE (HNS)
HOLLOW FIBRES	HOLLOW FIBERS	HOLLOW FIBERS
HOME MADE EXPLOSIVE	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOME-MADE EXPLOSIVE	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOME-MADE EXPLOSIVES	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOME-MADE EXPLOSIVES (HME)	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOMEMADE EXPLOSIVE	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOMEMADE EXPLOSIVES	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOMEMADE EXPLOSIVES	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOMEMADE EXPLOSIVES (HMES)	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOMEMADE LOW EXPLOSIVES	HOMEMADE EXPLOSIVE (HME)	HOMEMADE EXPLOSIVE (HME)
HOMICIDES	HOMICIDE	HOMICIDE
HOMOGENISATION	HOMOGENIZATION	HOMOGENIZATION
HOMOLOGS	HOMOLOG	HOMOLOG
HORMONES	HORMONE	HORMONE
HPLC	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HPLC ANALYSIS	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPLC)
HPLC-DAD	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-DIODE ARRAY DETECTION (HPLC-DAD)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-DIODE ARRAY DETECTION (HPLC-DAD)
HPLC-MS	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC-MS)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC-MS)
HPLC-MS-MS	LIQUID CHROMATOGRAPHY TANDEM MASS SPECTROMETRY (LC-MS/MS)	LIQUID CHROMATOGRAPHY TANDEM MASS SPECTROMETRY (LC-MS/MS)
HPLC-MS/MS	LIQUID CHROMATOGRAPHY TANDEM MASS SPECTROMETRY (LC-MS/MS)	LIQUID CHROMATOGRAPHY TANDEM MASS SPECTROMETRY (LC-MS/MS)
HPLC/DAD	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-DIODE ARRAY DETECTION (HPLC-DAD)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-DIODE ARRAY DETECTION (HPLC-DAD)
HPLC/MS	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC-MS)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (HPLC-MS)
HPOM	HYDROGEN PEROXIDE ORGANIC MIXTURE (HPOM)	HYDROGEN PEROXIDE ORGANIC MIXTURE (HPOM)
HPTLC	HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY (HPTLC)	HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (HPTLC)
HRMS	HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)	HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)
HUMAN BEING	HUMAN	HUMAN
HUMAN CELLS	HUMAN CELL	HUMAN CELL
HUMAN EXPERIMENTATION	HUMAN EXPERIMENT	HUMAN EXPERIMENT
HUMAN TISSUES	HUMAN TISSUE	HUMAN TISSUE
HUMANS	HUMAN	HUMAN
HYDROCARBONS	HYDROCARBON	HYDROCARBON
HYDROGEN PEROXIDE ORGANIC MIXTURE	HYDROGEN PEROXIDE ORGANIC MIXTURE (HPOM)	HYDROGEN PEROXIDE ORGANIC MIXTURE (HPOM)
HYDROPHILIC INTERACTION LIQUID CHROMATOGRAPHY	HYDROPHILIC INTERACTION LIQUID CHROMATOGRAPHY (HILIC)	HYDROPHILIC INTERACTION LIQUID CHROMATOGRAPHY (HILIC)
ICP-MS	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
ICP/MS	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
ICPMS	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
IDENTIFICATION SYSTEMS	IDENTIFICATION SYSTEM	IDENTIFICATION SYSTEM
IED	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IGNITABLE LIQUID	IGNITABLE LIQUID (IL)	IGNITABLE LIQUID (IL)
IGNITABLE LIQUID RESIDUE	IGNITABLE LIQUID RESIDUE (ILR)	IGNITABLE LIQUID RESIDUE (ILR)
IGNITABLE LIQUID RESIDUES	IGNITABLE LIQUID RESIDUE (ILR)	IGNITABLE LIQUID RESIDUE (ILR)
IGNITABLE LIQUID RESIDUES (ILR)	IGNITABLE LIQUID RESIDUE (ILR)	IGNITABLE LIQUID RESIDUE (ILR)
IGNITABLE LIQUIDS	IGNITABLE LIQUID (IL)	IGNITABLE LIQUID (IL)
ILLEGAL ADULTERANTS	ILLEGAL ADULTERANT	ILLEGAL ADULTERANT
ILLEGAL DRUGS	ILLICIT DRUG	ILLICIT DRUG
ILLEGAL MARKETS	ILLEGAL MARKET	ILLEGAL MARKET
ILLEGAL PRODUCTS	ILLEGAL PRODUCT	ILLEGAL PRODUCT
ILLICIT DRUGS	ILLICIT DRUG	ILLICIT DRUG
ILLICIT DRUGS IN INJURED DRIVERS	DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)	DRIVING UNDER THE INFLUENCE OF DRUGS (DUID)
ILLICIT MARKETS	ILLICIT MARKET	ILLICIT MARKET
ILLICT DRUGS	ILLICIT DRUG	ILLICIT DRUG
IMAGE ANALYSIS TECHNIQUES	IMAGE ANALYSIS	IMAGE ANALYSIS
IMAGE FORENSICS (IF)	IMAGE FORENSICS	IMAGE FORENSICS
"IMAGE PROCESSING, COMPUTER-ASSISTED"	IMAGE PROCESSING	IMAGE PROCESSING
"IMAGING, THREE-DIMENSIONAL"	THREE DIMENSIONAL IMAGING	THREE DIMENSIONAL IMAGING
IMMUNOAFFINITY COLUMNS	IMMUNOAFFINITY COLUMN (IAC)	IMMUNOAFFINITY COLUMN (IAC)
IMMUNOASSAYS	IMMUNOASSAY	IMMUNOASSAY
IMPAIRED DRIVING	DRIVING UNDER THE INFLUENCE	DRIVING UNDER THE INFLUENCE
IMPORTATIONS	IMPORTATION	IMPORTATION
IMPROVISED EXPLOSIVE	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICE	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICE (PBIED)	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICE DETECTION	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICE EMPLACEMENT	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICES	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICES (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICES (IEDS)	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVE DEVICES IEDS	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVES	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED EXPLOSIVES DEVICES	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPROVISED-EXPLOSIVE DEVICES	IMPROVISED EXPLOSIVE DEVICE (IED)	IMPROVISED EXPLOSIVE DEVICE (IED)
IMPULSIVE BEHAVIOR	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
IMPULSIVE BEHAVIOUR	HIGH RISK BEHAVIOR	HIGH RISK BEHAVIOR
IMPURITIES PROFILING	IMPURITY PROFILING	IMPURITY PROFILING
IMPURITY	IMPURITIES	IMPURITIES
IMPURITY IDENTIFICATION	IMPURITY PROFILING	IMPURITY PROFILING
IMPURITY PROFILE	IMPURITY PROFILING	IMPURITY PROFILING
IMPURITY PROFILES	IMPURITY PROFILING	IMPURITY PROFILING
IMS	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
"INDAN 1,2 DIONE"	"1,2-INDANEDIONE"	"1,2-INDANEDIONE"
INDANEDIONE	"1,2-INDANEDIONE"	"1,2-INDANEDIONE"
INDANEDIONES	"1,2-INDANEDIONE"	"1,2-INDANEDIONE"
INDIAN DRIVERS	DRIVER	DRIVER
INDICATORS	INDICATORS AND REAGENTS	INDICATORS AND REAGENTS
INDICATORS (CHEMICAL)	INDICATORS AND REAGENTS	INDICATORS AND REAGENTS
INDOLE ALKALOIDS	INDOLE ALKALOID	INDOLE ALKALOID
INDOLES	INDOLE	INDOLE
INDUCTIVE COUPLED PLASMA MASS SPECTROMETRIES	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVE COUPLED PLASMA-MASS SPECTROMETRY	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED MASS SPECTROMETRY (ICP-MS.)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA MASS SPECTROMETER (ICPMS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRIES (ICPMS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETER	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)	INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS)
INFORMATION SYSTEM	INFORMATION SYSTEMS	INFORMATION SYSTEMS
INFORMATION TECHNOLOGY (IT)	INFORMATION TECHNOLOGY	INFORMATION TECHNOLOGY
INFRA-RED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
INFRARED	INFRARED RADIATION	INFRARED RADIATION
INFRARED SPECTRAL	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
INFRARED SPECTROMETRY	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
INFRARED SPECTROSCOPIC	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
INFRARED SPECTROSCOPY	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
INFRASTRUCTURE AS A SERVICE	INFRASTRUCTURE AS A SERVICE (IAAS)	INFRASTRUCTURE AS A SERVICE (IAAS)
INJECTING DRUG USE	INJECTING DRUG USE (IDU)	INJECTING DRUG USE (IDU)
INJECTION DRUG USERS	INJECTION DRUG USERS (IDUS)	INJECTION DRUG USERS (IDUS)
INJURIES	INJURY	INJURY
INKS	INK	INK
INORGANIC ANIONS	INORGANIC ANION	INORGANIC ANION
INORGANIC ELEMENTS	INORGANIC ELEMENT	INORGANIC ELEMENT
INORGANIC EXPLOSIVES	INORGANIC EXPLOSIVE	INORGANIC EXPLOSIVE
INORGANIC-BASED EXPLOSIVES	INORGANIC EXPLOSIVES	INORGANIC EXPLOSIVES
INSTANT MESSAGING (IM)	INSTANT MESSAGING	INSTANT MESSAGING
INSTANT-MESSAGING	INSTANT MESSAGING	INSTANT MESSAGING
INTERFERENCES	INTERFERENCE	INTERFERENCE
INTERNAL STANDARD	STANDARD	STANDARD
INTERNAL STANDARDS	STANDARD	STANDARD
INTERNET OF THING	INTERNET OF THING (IOT)	INTERNET OF THING (IOT)
INTERNET OF THINGS (IOT)	INTERNET OF THING (IOT)	INTERNET OF THING (IOT)
INTERNET PROTOCOL (UP)	INTERNET PROTOCOLS	INTERNET PROTOCOLS
INTERVIEWS	INTERVIEW	INTERVIEW
INTERVIEWS AS TOPIC	INTERVIEW	INTERVIEW
INTOXICATIONS	INTOXICATION	INTOXICATION
INVESTIGATION	INVESTIGATIONS	INVESTIGATIONS
ION MOBILITY MS	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTRA	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTROMETER	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTROMETER (IMS)	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTROMETERS	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTROMETRY	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTROSCOPY	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY SPECTROSCOPY (IMS)	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION MOBILITY-MASS SPECTROMETRY	ION MOBILITY SPECTROMETRY (IMS)	ION MOBILITY SPECTROMETRY (IMS)
ION PAIRING	ION-PAIRING	ION-PAIRING
ION TRAP	ION-TRAP	ION-TRAP
ION TRAP MASS SPECTROMETRY	ION TRAP-MASS SPECTROMETRY	ION TRAP-MASS SPECTROMETRY
IONISATION	IONIZATION	IONIZATION
IOT	INTERNET OF THING (IOT)	INTERNET OF THING (IOT)
IR	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
IR SPECTROSCOPY	INFRARED SPECTROSCOPY (IR)	INFRARED SPECTROSCOPY (IR)
IR-MS	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)
IRMS	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)
ISOLATION PURIFICATION	ISOLATION AND PURIFICATION	ISOLATION AND PURIFICATION
ISOMERS	ISOMER	ISOMER
ISOQUINOLINE ALKALOIDS	ISOQUINOLINE ALKALOID	ISOQUINOLINE ALKALOID
ISOSCAPES	ISOSCAPE	ISOSCAPE
ISOTOPE	ISOTOPES	ISOTOPES
ISOTOPE RATIO MASS SPECTROMETRY	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)
ISOTOPE RATIO MASS SPECTROSCOPY	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)
ISOTOPE RATIOS	ISOTOPE RATIO	ISOTOPE RATIO
ISOTOPE-RATIO MASS SPECTROMETRY	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)	ISOTOPE RATIO MASS SPECTROMETRY (IRMS)
ISOTOPIC ANALYSES	ISOTOPIC ANALYSIS	ISOTOPIC ANALYSIS
ISOTOPIC COMPOSITIONS	ISOTOPIC COMPOSITION	ISOTOPIC COMPOSITION
ITALY9	ITALY	ITALY
JD-X	HEXANITROSTILBENE (HNS)	HEXANITROSTILBENE (HNS)
JWH 019	JWH-019	JWH-019
JWH 081	JWH-081	JWH-081
JWH 122	JWH-122	JWH-122
JWH 210	JWH-210	JWH-210
JWH 250	JWH-250	JWH-250
JWH-019	JWH 019	JWH 019
JWH018	JWH-018	JWH-018
K-NEAREST NEIGHBOR	K-NEAREST NEIGHBOUR (K-NN)	K-NEAREST NEIGHBOUR (K-NN)
KETAMINES	KETAMINE	KETAMINE
KETONES	KETONE	KETONE
KINETIC	KINETICS	KINETICS
KNN	K-NEAREST NEIGHBOUR (K-NN)	K-NEAREST NEIGHBOUR (K-NN)
KOREAN DRIVER	DRIVER	DRIVER
KRATHOM	KRATOM	KRATOM
LA-ICP-MS	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LA-ICPMS	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LAB ON A CHIP	LAB-ON-A-CHIP	LAB-ON-A-CHIP
LAB-ON-CHIP	LAB-ON-A-CHIP	LAB-ON-A-CHIP
LABELING	LABELLING	LABELLING
LABORATORIES	LABORATORY	LABORATORY
LABORATORY TEST ACTIVITIES	LABORATORY TEST	LABORATORY TEST
LABORATORY TESTING	LABORATORY TEST	LABORATORY TEST
LABORATORY TESTING PROCESS	LABORATORY TEST	LABORATORY TEST
LAMDMINES	LAND MINE	LAND MINE
LANDMINE DETECT- TION	LANDMINE DETECTION	LANDMINE DETECTION
LANDMINES	LANDMINE	LANDMINE
LASER ABLATION ICP-MS	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	(LA-ICP-MS)
LASER ABLATION INDUCTIVELY COUPLED MASS SPECTROMETRIES	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABLATION INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRIES (LA ICP MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABLATION INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABLATION INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABLATION INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY (LAICPMS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABLATION INDUCTIVELY-COUPLED PLASMA MASS SPECTROMETRIES	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABLATION-INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)	LASER-ABLATION INDUCTIVELY-COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)
LASER ABRASION	LASER ABLATION	LASER ABLATION
LASER INDUCED BREAKDOWN SPECTROMETERS	LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)	LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)
LASER INDUCED BREAKDOWN SPECTROSCOPIES	LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)	LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)
LASER INDUCED BREAKDOWN SPECTROSCOPY	LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)	LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)
