Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Puttasakul T., Sukjee W., Pintavirooj C., Sangma C.",58313745800;56741551800;9333630500;6508354786;,"IDE Gas Sensor Based Dengue Virus Co-imprinting for Detection of 2,4,6-Trinitrotoluene",2021,"Proceeding of the 2021 9th International Electrical Engineering Congress, iEECON 2021",,,9440379,555,558,,2,10.1109/iEECON51072.2021.9440379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107767418&doi=10.1109%2fiEECON51072.2021.9440379&partnerID=40&md5=2bb7002fad0036d92ed2f65b302c60a2,"King Mongkut's Institute of Technology Ladkrabang, Faculty of Engineering, Department of Biomedical Engineering, Bangkok, Thailand; Kasetsart University, Faculty of Science, Department of Chemistry, Thailand","Puttasakul, T., King Mongkut's Institute of Technology Ladkrabang, Faculty of Engineering, Department of Biomedical Engineering, Bangkok, Thailand; Sukjee, W., Kasetsart University, Faculty of Science, Department of Chemistry, Thailand; Pintavirooj, C., King Mongkut's Institute of Technology Ladkrabang, Faculty of Engineering, Department of Biomedical Engineering, Bangkok, Thailand; Sangma, C., Kasetsart University, Faculty of Science, Department of Chemistry, Thailand","2,4,6-trinitrotoluene; gas sensor; molecularly imprinted polymers","Binding sites; Chemical sensors; Explosives; Gas detectors; Integrodifferential equations; Nanocomposites; Polymers; Viruses; 2 ,4 ,6-trinitrotoluene; Capacitance change; Explosive compounds; Interdigitated electrodes; Molecularly Imprinted Polymer; Polymer nanocomposite; Polymer structure; Template recognition; Explosives detection",,Conference Paper,Final,,Scopus,2-s2.0-85107767418,,INTERPOL 2023,Explosives,Explosives
"Bel’skiy V.M., Milchenko D.V., Mikhaylov A.L.",57224973556;57204711049;57225434980;,Dependence of the Detonability of High Explosives on the Defectiveness of the Explosive Filler Crystals,2021,Russian Journal of Physical Chemistry B,15,2,,285,290,,2,10.1134/S1990793121020159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108826422&doi=10.1134%2fS1990793121020159&partnerID=40&md5=74f50d9fcf89e446c4749d3128d7bb95,"Russian Federal Nuclear Center–All-Russian Research Institute of Experimental Physics, Sarov, Russian Federation","Bel’skiy, V.M., Russian Federal Nuclear Center–All-Russian Research Institute of Experimental Physics, Sarov, Russian Federation; Milchenko, D.V., Russian Federal Nuclear Center–All-Russian Research Institute of Experimental Physics, Sarov, Russian Federation; Mikhaylov, A.L., Russian Federal Nuclear Center–All-Russian Research Institute of Experimental Physics, Sarov, Russian Federation",detonability; HE crystal structure; structural defects; thermal vacuum recrystallization of HEs,,"Bel’skiy, V.M.; Russian Federal Nuclear Center–All-Russian Research Institute of Experimental PhysicsRussian Federation; email: postmaster@ifv.vniief.ru",Article,Final,,Scopus,2-s2.0-85108826422,,INTERPOL 2023,Explosives,Explosives
"Niu M., Yang X., Ma Y., Leng X., Hao W., Chen Y., Chen Z., Schipper D.",57218404797;8212468400;57211512825;57220198443;57220197564;57207934378;57220195539;55450441100;,Construction of a nanoscale Yb(III) Schiff base complex with NIR luminescence response to anions and nitro explosives,2021,Journal of Luminescence,231,,117807,,,,2,10.1016/j.jlumin.2020.117807,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097227729&doi=10.1016%2fj.jlumin.2020.117807&partnerID=40&md5=77105b05c5d4b663ab1c471c3a43c779,"College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China; Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Zhangshu People's Hospital, Zhangshu City, Jiangxi  331200, China; The University of Texas at Austin, Department of Chemistry and Biochemistry, 1 University Station A5300, Austin, TX  78712, United States","Niu, M., College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China, Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Yang, X., College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China, Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Ma, Y., College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China, Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Leng, X., College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China, Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Hao, W., College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China, Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Chen, Y., College of Chemistry and Materials Engineering, Wenzhou University, Wenzhou, 325035, China, Zhejiang Key Laboratory of Carbon Materials, Wenzhou, 325035, China; Chen, Z., Zhangshu People's Hospital, Zhangshu City, Jiangxi  331200, China; Schipper, D., The University of Texas at Austin, Department of Chemistry and Biochemistry, 1 University Station A5300, Austin, TX  78712, United States",Construction; Lanthanide complexes; Luminescent response; NIR luminescence Properties; Schiff base ligand,Explosives; Infrared devices; Ions; Ligands; Luminescence; Nanotechnology; Rare earth elements; High sensitivity; Lanthanide luminescence; Ligand centered; NIR-luminescence; Quenching effect; Schiff base complexes; Schiff-base ligands; Yb (III) complexes; Ytterbium compounds,"Yang, X.; College of Chemistry and Materials Engineering, China; email: xpyang@wzu.edu.cn",Article,Final,,Scopus,2-s2.0-85097227729,,INTERPOL 2023,Explosives,Explosives
"Suceska M., Serene C.H.Y., Qingling Z., Dobrilovic M., Stimac B.",6602707254;57219991544;57221843653;10738890200;57207734974;,"Prediction of Cylinder Wall Velocity Profiles for ANFO Explosives Combining Thermochemical Calculation, Gurney Model, and Hydro-Code",2021,"Propellants, Explosives, Pyrotechnics",46,2,,253,261,,2,10.1002/prep.202000215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100374072&doi=10.1002%2fprep.202000215&partnerID=40&md5=4cea5110f2e201b90d204ccf744d9ea5,"Faculty of Mining, Geology and Petroleum Engineering, Department of Mining Engineering and Geotechnics, University of Zagreb, Pierottijeva 6, Zagreb, 10000, Croatia; Nanyang Technological University, Emerging nanoscience Research Institute, 50 Nanyang Avenue, Singapore, 639798, Singapore","Suceska, M., Faculty of Mining, Geology and Petroleum Engineering, Department of Mining Engineering and Geotechnics, University of Zagreb, Pierottijeva 6, Zagreb, 10000, Croatia; Serene, C.H.Y., Nanyang Technological University, Emerging nanoscience Research Institute, 50 Nanyang Avenue, Singapore, 639798, Singapore; Qingling, Z., Nanyang Technological University, Emerging nanoscience Research Institute, 50 Nanyang Avenue, Singapore, 639798, Singapore; Dobrilovic, M., Faculty of Mining, Geology and Petroleum Engineering, Department of Mining Engineering and Geotechnics, University of Zagreb, Pierottijeva 6, Zagreb, 10000, Croatia; Stimac, B., Faculty of Mining, Geology and Petroleum Engineering, Department of Mining Engineering and Geotechnics, University of Zagreb, Pierottijeva 6, Zagreb, 10000, Croatia",ANFO; Cylinder test; Gurney energy; Thermochemical calculation; Wall velocity,Cylinders (shapes); Equations of state; Forecasting; Velocity; Detonation parameter; Equation of state; Expansion ratio; Explosive charges; Metal cylinders; Prediction of performance; Theoretical modeling; Thermochemical calculations; Detonation,"Suceska, M.; Faculty of Mining, Pierottijeva 6, Croatia; email: muhamed.suceska@rgn.unizg.hr",Article,Final,,Scopus,2-s2.0-85100374072,,INTERPOL 2023,Explosives,Explosives
"Lee S., Kwak S., Wang K.-K., Han W.-S.",56021295300;57209615298;35254306000;35299553400;,"Substituent effect on difluoroboron β-diketonate complexes: Synthesis, photophysical and electrochemical properties, and application as nitro-explosive chemosensors",2021,ECS Journal of Solid State Science and Technology,10,8,86007,,,,2,10.1149/2162-8777/ac1d60,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114276877&doi=10.1149%2f2162-8777%2fac1d60&partnerID=40&md5=f84766802208485b141085097d3b2a46,"Department of Chemistry, Seoul Women’s University, Seoul, 01797, South Korea; Bi Biophotonics Co., Ltd., Gimpo-si, Kyunggi-do, 10090, South Korea","Lee, S., Department of Chemistry, Seoul Women’s University, Seoul, 01797, South Korea; Kwak, S., Department of Chemistry, Seoul Women’s University, Seoul, 01797, South Korea; Wang, K.-K., Bi Biophotonics Co., Ltd., Gimpo-si, Kyunggi-do, 10090, South Korea; Han, W.-S., Department of Chemistry, Seoul Women’s University, Seoul, 01797, South Korea",,Electrochemical properties; Energy gap; Excited states; Explosives; Explosives detection; Fluorescence; Quantum theory; Quenching; Rate constants; Synthesis (chemical); Decay rate constants; Diketonate complexes; Electronwithdrawing; Fluorescence quantum yield; Sensing abilities; Structure property relationships; Substituent effect; Time dependent density functional theory calculations; Density functional theory,"Han, W.-S.; Department of Chemistry, South Korea; email: wshan@swu.ac.kr",Article,Final,,Scopus,2-s2.0-85114276877,,INTERPOL 2023,Explosives,Explosives
"Behera R., Biswal T., Panda R.B.",57216809747;18933724700;55167794000;,Recent Progress in Explosives: A Brief Review,2021,Lecture Notes in Mechanical Engineering,52,,,305,315,,2,10.1007/978-981-33-4795-3_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104853612&doi=10.1007%2f978-981-33-4795-3_29&partnerID=40&md5=12ceb433d54e1c46972d78de96b8da19,"Department of Chemistry, VSS University of Technology, Burla, 768018, India","Behera, R., Department of Chemistry, VSS University of Technology, Burla, 768018, India; Biswal, T., Department of Chemistry, VSS University of Technology, Burla, 768018, India; Panda, R.B., Department of Chemistry, VSS University of Technology, Burla, 768018, India",Explosives; HEMs; Propellants,Cost effectiveness; Environmental protection; Propellants; Rockets; Solvents; Aerospace sectors; Defense sectors; Eco-friendly; Energy; HEM; High energy materials; Military explosives; Military materials; Property; Recent progress; Explosives,"Biswal, T.; Department of Chemistry, India; email: biswal.trinath@gmail.com",Conference Paper,Final,,Scopus,2-s2.0-85104853612,,INTERPOL 2023,Explosives,Explosives
"Junjuri R., Gummadi A.P., Gundawar M.K.",57193885293;57222571740;56310907000;,Identification of the Explosive Mixtures Using Laser Induced Breakdown Spectroscopy (LIBS),2021,Springer Proceedings in Physics,258,,,391,394,,2,10.1007/978-981-15-9259-1_89,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103234232&doi=10.1007%2f978-981-15-9259-1_89&partnerID=40&md5=17a4cec9229036aed78c2857a8cd8719,"Advanced Centre of Research in High Energy Materials, University of Hyderabad, Prof C R Rao Road, Central University Campus PO, Gachibowli, Hyderabad, Telangana, 500046, India","Junjuri, R., Advanced Centre of Research in High Energy Materials, University of Hyderabad, Prof C R Rao Road, Central University Campus PO, Gachibowli, Hyderabad, Telangana, 500046, India; Gummadi, A.P., Advanced Centre of Research in High Energy Materials, University of Hyderabad, Prof C R Rao Road, Central University Campus PO, Gachibowli, Hyderabad, Telangana, 500046, India; Gundawar, M.K., Advanced Centre of Research in High Energy Materials, University of Hyderabad, Prof C R Rao Road, Central University Campus PO, Gachibowli, Hyderabad, Telangana, 500046, India",Explosive detection; LIBS; Multivariate technique; PCA,Atomic emission spectroscopy; Mixtures; Explosive mixtures; Laserinduced breakdown spectroscopy (LIBS); Multivariate approach; Explosives,"Gundawar, M.K.; Advanced Centre of Research in High Energy Materials, Prof C R Rao Road, Central University Campus PO, India; email: manoj@uohyd.ac.in",Conference Paper,Final,,Scopus,2-s2.0-85103234232,,INTERPOL 2023,Explosives,Explosives
"Colón-González F.M., Perez-Almodovar L.A., Barreto-Pérez M., Vargas-Alers G.L., Santos-Rolón J.M., Hernández-Rivera S.P.",57220067120;57209249629;57220075805;57220069266;57220073382;57204205788;,Raman scattering detection of high explosives on human hair,2020,Optical Engineering,59,10,107103,,,,2,10.1117/1.OE.59.10.107103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096802271&doi=10.1117%2f1.OE.59.10.107103&partnerID=40&md5=5231847359ebd4348e84fbbd6757d9ae,"University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico","Colón-González, F.M., University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico; Perez-Almodovar, L.A., University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico; Barreto-Pérez, M., University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico; Vargas-Alers, G.L., University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico; Santos-Rolón, J.M., University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico; Hernández-Rivera, S.P., University of Puerto Rico-Mayaguëz, Chemical Imaging and Surface Analysis Center, Awareness and Localization of Explosives-Related Threats-II, Department of Homeland Security Center of Excellence for Explosive Research, Department of Chemistry, Mayaguez, Puerto Rico",detection of high explosives on hair; forensic analysis; high explosives; human hair; melanin; Raman scattering,"Crystals; Explosives; Fluorescence; Health risks; Laser excitation; Network security; Raman scattering; Spectroscopic analysis; 2 ,4 ,6-trinitrotoluene; Acquisition parameters; Intermolecular interactions; Pentaerythritol tetranitrate; Precise determinations; Security application; Spectroscopic method; Vibrational signature; Explosives detection","Colón-González, F.M.; University of Puerto Rico-Mayaguëz, Puerto Rico; email: francheska.colon@upr.edu
Hernández-Rivera, S.P.; University of Puerto Rico-Mayaguëz, Puerto Rico; email: samuel.hernandez3@upr.edu",Article,Final,,Scopus,2-s2.0-85096802271,,INTERPOL 2023,Explosives,Explosives
Pye C.C.,7003488470;,Chemical Safety: TATP Formation in 2-Propanol,2020,ACS Chemical Health and Safety,27,5,,279,,,2,10.1021/acs.chas.0c00061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119202442&doi=10.1021%2facs.chas.0c00061&partnerID=40&md5=98221fac93fa8f5413a3be805858d4a6,"Department of Chemistry, Saint Mary's University, Halifax, NS  B3H 3C3, Canada","Pye, C.C., Department of Chemistry, Saint Mary's University, Halifax, NS  B3H 3C3, Canada",2-propanol; chemical burn; expired household chemical; explosive; organic peroxide; triacetone triperoxide,2-propanol; Chemical burns; Chemical safety; Expired household chemical; Household chemicals; Organic peroxide; Triacetone triperoxide,"Pye, C.C.; Department of Chemistry, Canada; email: cory.pye@smu.ca",Article,Final,,Scopus,2-s2.0-85119202442,,INTERPOL 2023,Explosives,Explosives
"Galán-Freyle N.J., Pacheco-Londoño L.C., Figueroa-Navedo A.M., Ortiz-Rivera W., Castro-Suarez J.R., Hernández-Rivera S.P.",55795361700;7003783695;55795208600;34771761700;39161075600;57204205788;,Modulated-laser source induction system for remote detection of infrared emissions of high explosives using laser-induced thermal emission,2020,Optical Engineering,59,9,92008,,,,2,10.1117/1.OE.59.9.092008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092352952&doi=10.1117%2f1.OE.59.9.092008&partnerID=40&md5=b9aaa49cad5ba647439c56fa9bacb8bc,"University of Puerto Rico-Mayaguez Campus, Alert Dhs Center of Excellence for Explosives Research, Department of Chemistry, Mayagüez, PR, United States; Universidad Simón Bolívar, School of Basic and Biomedical Science, Barranquilla, Colombia; Northeastern University, Department of Chemistry and Chemical Biology, Boston, MA, United States; University of Puerto Rico-Bayamón Campus, Bayamón, PR, United States; Universidad Del Sinú, Exact Basics Area, Unisinú, Colombia","Galán-Freyle, N.J., University of Puerto Rico-Mayaguez Campus, Alert Dhs Center of Excellence for Explosives Research, Department of Chemistry, Mayagüez, PR, United States; Pacheco-Londoño, L.C., Universidad Simón Bolívar, School of Basic and Biomedical Science, Barranquilla, Colombia; Figueroa-Navedo, A.M., Northeastern University, Department of Chemistry and Chemical Biology, Boston, MA, United States; Ortiz-Rivera, W., University of Puerto Rico-Bayamón Campus, Bayamón, PR, United States; Castro-Suarez, J.R., University of Puerto Rico-Mayaguez Campus, Alert Dhs Center of Excellence for Explosives Research, Department of Chemistry, Mayagüez, PR, United States; Hernández-Rivera, S.P., Universidad Del Sinú, Exact Basics Area, Unisinú, Colombia",carbon dioxide laser; highly energetic materials; laser-induced thermal emission; mid-infrared emission spectroscopy; standoff detection,Carbon dioxide; Carbon dioxide lasers; Explosives; Explosives detection; Fourier transform infrared spectroscopy; Gold coatings; Gold metallography; Signal detection; Signal to noise ratio; Spectrometers; Telescopes; Wheels; Fourier transform infrared spectrometer; Induced temperature; Infrared emissions; Maximum intensities; Non-contact detection; Reflection optics; Spectroscopic systems; Thermal emissions; Laser excitation,"Galán-Freyle, N.J.; University of Puerto Rico-Mayaguez Campus, United States; email: nataly.galan@upr.edu",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85092352952,,INTERPOL 2023,Explosives,Explosives
Lee P.R.,15135973100;,A Theoretical Method to Compare Relative Bulk Thermal Sensitivities of Several Common High Explosives,2020,"Propellants, Explosives, Pyrotechnics",45,8,,1300,1305,,2,10.1002/prep.202000048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085582219&doi=10.1002%2fprep.202000048&partnerID=40&md5=d22dcff31d2e51c915398d5c34cb8668,"8, Upton Quarry, Langton Green, Tunbridge Wells, Kent  TN3 0HA, United Kingdom","Lee, P.R., 8, Upton Quarry, Langton Green, Tunbridge Wells, Kent  TN3 0HA, United Kingdom",Critical conditions; Partial differential equations; Simultaneous; Theoretical; Thermal initiation; Thermal power density,Composite propellants; Composite explosive; First order partial differential equations; High explosives; Numerical solution; Propellant ingredient; Relative sensitivity; Theoretical methods; Thermal sensitivity; Explosives,"Lee, P.R.8, Upton Quarry, United Kingdom; email: flea27@hwtj.co.uk",Article,Final,,Scopus,2-s2.0-85085582219,,INTERPOL 2023,Explosives,Explosives
"Otaiku A.A., Alhaji A.I.",,"Characterization of microbial species in the biodegradation of explosives, military shooting range, Kaduna, Nigeria",2020,J. Appl. Biotechnol. Bioeng.,7,3,,128,147,,2,,,,"Otaiku, A.A.; Alhaji, A.I.",,,,,Final,,Scopus,2-s2.0-85130651875,,INTERPOL 2023,Explosives,Explosives
Santaspirt Michael A.,,Improvised Explosive Devices: Assessing the Global Risk for Use in Terrorism,2020,Improvised Explosive Devices: Assessing the Global Risk for Use in Terrorism,,,,,,,2,,,,"Santaspirt, Michael A.",,,,,Final,,Scopus,2-s2.0-85146293753,,INTERPOL 2023,Explosives,Explosives
"Li Y., Wu J., Yang L., Geng D., Sultan M., Chen L.",57215872290;14017137300;57202112132;57201743091;57202788935;35995373600;,Polymerization Effects on the Decomposition of a Pyrazolo-Triazine at high Temperatures and Pressures,2020,ChemistryOpen,9,4,,470,479,,2,10.1002/open.202000006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091044470&doi=10.1002%2fopen.202000006&partnerID=40&md5=050ed8e9104cda18602455c08c7464ed,"State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China","Li, Y., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China; Wu, J., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China; Yang, L., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China; Geng, D., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China; Sultan, M., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China; Chen, L., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, Beijing, China",detonation performance; molecular dynamics; polymerization reactios; reaction kinetics; thermal decomposition,Activation energy; Chemical bonds; Detonation; Polymerization; Potential energy; Quantum chemistry; Reaction kinetics; Thermolysis; 3-aminopyrazole; Condition; Detonation performance; Development prospects; High temperature and pressure; Mechanical sensitivity; Molecular dynamics methods; Polymerization reactios; Reaction paths; Reaction process; Molecular dynamics,"Wu, J.; State Key Laboratory of Explosion Science and Technology, No.5 Yard, Zhong Guan Cun South Street, Haidian District, China; email: wjy1312@bit.edu.cn",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85091044470,,INTERPOL 2023,Explosives,Explosives
Jackson S.I.,7402695193;,A pressure- or velocity-dependent acceleration rate law for the shock-to-detonation transition process in PBX 9502 high explosive,2020,Combustion and Flame,213,,,98,106,,2,10.1016/j.combustflame.2019.11.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146294015&doi=10.1016%2fj.combustflame.2019.11.036&partnerID=40&md5=99d36660a483d7c0bc0feb7252d75f2a,"Shock and Detonation Physics (M-9), Los Alamos National Laboratory, Los Alamos, NM  87545, United States","Jackson, S.I., Shock and Detonation Physics (M-9), Los Alamos National Laboratory, Los Alamos, NM  87545, United States",Detonation; Detonation reaction rate; High explosive; SDT; Shock-to-detonation transition,Cerenkov counters; Reaction rates; Velocity control; Detonations reaction rate; High explosives; PBX 9502; Pressure dependent; Rate laws; SDT; Shock acceleration; Shock strength; Shock to detonation transitions; Time transient; Detonation,,Article,Final,,Scopus,2-s2.0-85146294015,,INTERPOL 2023,Explosives,Explosives
"Zelkowicz A., Tenne D., Kirshenbaum-Kasherman Y., Rossin A., Mishraki-Berkowitz T.",,A Method for Rapid Separation of Perchlorate and Nitrate Salts in Pyrotechnic and Improvised Explosive Mixtures,2020,J. For. Ident,70,2,,231,244,,2,,,,"Zelkowicz, A.; Tenne, D.; Kirshenbaum-Kasherman, Y.; Rossin, A.; Mishraki-Berkowitz, T.",,,,,Final,,Scopus,2-s2.0-85123621803,,INTERPOL 2023,Explosives,Explosives
"Seman J., Castano Giraldo C.H., Johnson C.E.",57202912210;57221635263;57194445749;,Effects of delaying measurements of concentration using neutron activation analysis on explosive taggants,2020,Applied Radiation and Isotopes,156,,109007,,,,2,10.1016/j.apradiso.2019.109007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076089997&doi=10.1016%2fj.apradiso.2019.109007&partnerID=40&md5=5c933ee71a403318cf328046aebb3a26,"Missouri University of Science and Technology, United States","Seman, J., Missouri University of Science and Technology, United States; Castano Giraldo, C.H., Missouri University of Science and Technology, United States; Johnson, C.E., Missouri University of Science and Technology, United States",,Explosives; Uncertainty analysis; Concentration levels; Half lives; Measurements of; Single-element solutions; Taggants; Neutron activation analysis; explosive; holmium; lanthanide; analytic method; Article; chemical parameters; comparative study; concentration (parameter); electric potential; half life time; identifiable information; irradiation; linear system; mathematical computing; measurement; neutron activation analysis; priority journal; time factor,"Johnson, C.E.; Missouri University of Science and TechnologyUnited States; email: johnsonce@mst.edu",Article,Final,,Scopus,2-s2.0-85076089997,,INTERPOL 2023,Explosives,Explosives
"Luscher D.J., Cawkwell M.J., Ramos K.J., Sandberg R.L., Bolme C.A.",6603288835;6602604553;14059027500;20735824800;6505524737;,Interpreting Experimental Results from Shock Impacts on Single Crystal PETN in the Context of Continuum Models,2020,"Propellants, Explosives, Pyrotechnics",45,2,,284,294,,2,10.1002/prep.201900228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075985395&doi=10.1002%2fprep.201900228&partnerID=40&md5=87c4f0e201ca3b3e1cfcd8a351b96647,"Los Alamos National Laboratory, Los Alamos, NM  87545, United States","Luscher, D.J., Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Cawkwell, M.J., Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Ramos, K.J., Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Sandberg, R.L., Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Bolme, C.A., Los Alamos National Laboratory, Los Alamos, NM  87545, United States",anisotropy; continuum model; impact; PETN; single crystal,Anisotropy; Continuum mechanics; Deformation; Kinematics; Strain; Wave propagation; Continuum Modeling; Elastic response; Finite deformations; impact; Laser driven shocks; Lattice deformation; PETN; Thermo-mechanical; Single crystals,"Luscher, D.J.; Los Alamos National LaboratoryUnited States; email: djl@lanl.gov",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85075985395,,INTERPOL 2023,Explosives,Explosives
"Kotrly M., Turkova I.",,New possibilities of complex analysis of explosives and post blast residues in forensic practice,2020,Microsc. Microanal.,26,S2,,816,817,,2,,,,"Kotrly, M.; Turkova, I.",,,,,Final,,Scopus,2-s2.0-85146304476,,INTERPOL 2023,Explosives,Explosives
"Hutchinson J.P., Johns C., Dicinoski G.W., Jones L., Breadmore M.C., Haddad P.R.",,Identification of improvised inorganic explosives devices by analysis of postblast residues using ion chromatography and capillary electrophoresis,2020,"Encyclopedia of Analytical Chemistry: Applications, Theory and Instrumentation",,,,,,,2,,,,"Hutchinson, J.P.; Johns, C.; Dicinoski, G.W.; Jones, L.; Breadmore, M.C.; Haddad, P.R.",,,,,Final,,Scopus,2-s2.0-85146292900,,INTERPOL 2023,Explosives,Explosives
"Horvath T., Szatai J.Z.",,A history of detection of explosive devices. 1 (700-1950),2020,Rev. Acad. Fortelor Terestre,25,3,,189,200,,2,,,,"Horvath, T.; Szatai, J.Z.",,,,,Final,,Scopus,2-s2.0-85146277619,,INTERPOL 2023,Explosives,Explosives
Via S.,,Phytoremediation of explosives,2020,Phytoremediation: In-Situ Applications,,,,261,284,,2,,,,"Via, S.",,,,,Final,,Scopus,2-s2.0-85146268396,,INTERPOL 2023,Explosives,Explosives
"Beal S., Taylor S., Crouch R., Bednar A.",,"Environmental Analysis of Aqueous 3-Nitro-1,2,4-Triazol-5-One (NTO) by Ion Chromatography with Conductivity Detection",2020,,,,,,,,2,,,,"Beal, S.; Taylor, S.; Crouch, R.; Bednar, A.",,,,,Final,,Scopus,2-s2.0-85142151458,,INTERPOL 2023,Explosives,Explosives
Sorte E.G.,,Mobile Cross-Polarized NQR: Buried Explosive Detection from a Safe Distance (SANDIA20213047),2020,Aerial Crosspolarized NQR-NMR: Buried Explosive Detection From a Safe Distance,,,,,,,2,,,,"Sorte, E.G.",,,,,Final,,Scopus,2-s2.0-85139857063,,INTERPOL 2023,Explosives,Explosives
"Moquin K., Higgins A., Leary P., Kammrath B.",,Optimized explosives analysis using portable gas chromatography-mass spectrometry for battlefield forensics,2020,LCGC Supplements,18,,,277,290,,2,,,,"Moquin, K.; Higgins, A.; Leary, P.; Kammrath, B.",,,,,Final,,Scopus,2-s2.0-85131117524,,INTERPOL 2023,Explosives,Explosives
