Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Sanchez J.-B., Mohsen Y., Lahlou H., Berger F., Bezverkhyy I., Weber G., Bellat J.-P.",12141045400;54792222600;35234157500;39460944700;23003724600;7402212864;6603750296;,Chromatographic air analyzer microsystem for the selective and sensitive detection of explosive-related compounds,2014,Procedia Engineering,87,,,516,519,,,10.1016/j.proeng.2014.11.537,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923370737&doi=10.1016%2fj.proeng.2014.11.537&partnerID=40&md5=c8c86385df6649b99ddedac7f2965e61,"Laboratoire Chrono-environnement, UMR CNRS 6249, UniversitÈ de Franche ComtÈ, 16 Route de Gray, BesanÁon, 25030, France; Laboratoire Interdisciplinaire Carnot de Bourgogne, UMR CNRS 6303, UniversitÈ de Bourgogne, 9 Avenue Alain Savary, Dijon, 21078, France","Sanchez, J.-B., Laboratoire Chrono-environnement, UMR CNRS 6249, UniversitÈ de Franche ComtÈ, 16 Route de Gray, BesanÁon, 25030, France; Mohsen, Y., Laboratoire Chrono-environnement, UMR CNRS 6249, UniversitÈ de Franche ComtÈ, 16 Route de Gray, BesanÁon, 25030, France; Lahlou, H., Laboratoire Chrono-environnement, UMR CNRS 6249, UniversitÈ de Franche ComtÈ, 16 Route de Gray, BesanÁon, 25030, France; Berger, F., Laboratoire Chrono-environnement, UMR CNRS 6249, UniversitÈ de Franche ComtÈ, 16 Route de Gray, BesanÁon, 25030, France; Bezverkhyy, I., Laboratoire Interdisciplinaire Carnot de Bourgogne, UMR CNRS 6303, UniversitÈ de Bourgogne, 9 Avenue Alain Savary, Dijon, 21078, France; Weber, G., Laboratoire Interdisciplinaire Carnot de Bourgogne, UMR CNRS 6303, UniversitÈ de Bourgogne, 9 Avenue Alain Savary, Dijon, 21078, France; Bellat, J.-P., Laboratoire Interdisciplinaire Carnot de Bourgogne, UMR CNRS 6303, UniversitÈ de Bourgogne, 9 Avenue Alain Savary, Dijon, 21078, France",Gas micro-preconcentrator; Gc micro-column; Sno2 gas sensor; Trinitrotoluene; Zeolite,Explosives; Gas detectors; Spectroscopic analysis; Transducers; Zeolites; Chemical gas sensors; Detection of explosives; Explosive-related compounds; Hydrophobic zeolite; Micro-columns; Pre-concentrator; Sensitive detection; Trinitrotoluene; Explosives detection,"Sanchez, J.-B.; Laboratoire Chrono-environnement, UMR CNRS 6249, UniversitÈ de Franche ComtÈ, 16 Route de Gray, France; email: jbsanche@univfcomte.fr",Conference Paper,Final,Open Access,Scopus,2-s2.0-84923370737,,IFSMS 2016,Explosive Scene,Explosives
"Seah T.H., Poh H.L., Chua C.K., Sofer Z., Pumera M.",40561737900;26423985100;37112086700;8920398600;16246120900;,Towards graphane applications in security: The electrochemical detection of trinitrotoluene in seawater on hydrogenated graphene,2014,Electroanalysis,26,1,,62,68,,29,10.1002/elan.201300228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897552768&doi=10.1002%2felan.201300228&partnerID=40&md5=6e7ce13ba1ebe3ecd0ea10bae5b376f1,"Division of Chemistry and Biological Chemistry, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore 637371, Singapore; Institute of Chemical Technology, Department of Inorganic Chemistry, 16628, Prague 6, Czech Republic","Seah, T.H., Division of Chemistry and Biological Chemistry, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore 637371, Singapore; Poh, H.L., Division of Chemistry and Biological Chemistry, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore 637371, Singapore; Chua, C.K., Division of Chemistry and Biological Chemistry, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore 637371, Singapore; Sofer, Z., Institute of Chemical Technology, Department of Inorganic Chemistry, 16628, Prague 6, Czech Republic; Pumera, M., Division of Chemistry and Biological Chemistry, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore 637371, Singapore",Graphane; Graphene; Seawater; Security; Trinitrotoluene (TNT),,"Pumera, M.; Division of Chemistry and Biological Chemistry, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore 637371, Singapore; email: pumera@ntu.edu.sg",Article,Final,,Scopus,2-s2.0-84897552768,,IFSMS 2016,Explosive Scene,Explosives
"Shemer B., Palevsky N., Yagur-Kroll S., Belkin S.",56957092700;56539898900;8875725200;7006299966;,Genetically engineered microorganisms for the detection of explosives' residues,2015,Frontiers in Microbiology,6,OCT,1175,,,,7,10.3389/fmicb.2015.01175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946866605&doi=10.3389%2ffmicb.2015.01175&partnerID=40&md5=5bd63eb7693b8a68b13ad624acfaf81d,"Department of Plant and Environmental Sciences, The Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, Israel","Shemer, B., Department of Plant and Environmental Sciences, The Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, Israel; Palevsky, N., Department of Plant and Environmental Sciences, The Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, Israel; Yagur-Kroll, S., Department of Plant and Environmental Sciences, The Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, Israel; Belkin, S., Department of Plant and Environmental Sciences, The Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, Jerusalem, Israel","2,4,6-trinitrotoluene; 2,4-dinitrotoluene; Bioluminescence; Biosensors; Explosives; Landmines; Microbial bioreporters","2, 4 dinitrotoluene; explosive; green fluorescent protein; trinitrotoluene; unclassified drug; bacterium; bacterium mutant; biosensor; explosion; gene expression; general device; landmine; microalga; microbial genetics; microorganism; nonhuman; olfactory receptor; polymerase chain reaction; Review; Saccharomyces cerevisiae; transgenic organism; weapon","Belkin, S.; Department of Plant and Environmental Sciences, The Alexander Silberman Institute of Life Sciences, The Hebrew University of JerusalemIsrael; email: shimshon.belkin@mail.huji.ac.il",Review,Final,Open Access,Scopus,2-s2.0-84946866605,,IFSMS 2016,Explosive Scene,Explosives
"Smith R.W., Tobias C., Vlahos P., Cooper C., Ballentine M., Ariyarathna T., Fallis S., Groshens T.J.",55727432700;7102921922;15749703500;7403318621;54881458100;36627907700;6506552820;6602605400;,Mineralization of RDX-derived nitrogen to N2 via denitrification in coastal marine sediments,2015,Environmental Science and Technology,49,4,,2180,2187,,13,10.1021/es505074v,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923070700&doi=10.1021%2fes505074v&partnerID=40&md5=af35dabfe068dadf67c3343e984d1625,"University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States; Global Aquatic Research, LLC, 6276 Ridge Road, Sodus, NY  14551, United States; Naval Air Warfare Center Weapons Division, Chemistry Division, China Lake, CA  93555, United States","Smith, R.W., University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States, Global Aquatic Research, LLC, 6276 Ridge Road, Sodus, NY  14551, United States; Tobias, C., University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States; Vlahos, P., University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States; Cooper, C., University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States; Ballentine, M., University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States; Ariyarathna, T., University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, Groton, CT  06340, United States; Fallis, S., Naval Air Warfare Center Weapons Division, Chemistry Division, China Lake, CA  93555, United States; Groshens, T.J., Naval Air Warfare Center Weapons Division, Chemistry Division, China Lake, CA  93555, United States",,"Denitrification; Explosives; Isotopes; Marine pollution; Mass spectrometry; Sediments; Submarine geology; Coastal marine sediments; Hexahydro-1 ,3 ,5-trinitro-1 ,3 ,5-triazine; Isotope ratio mass spectrometry; Management strategies; Microbial communities; Military explosives; RDX mineralization; U.s. militaries; Mineralogy; cyclonite; nitrogen; nitrogen 15; sea water; cyclonite; explosive; nitrogen; pollutant; triazine derivative; coastal sediment; denitrification; environmental assessment; explosive; marine sediment; mineralization; nutrient enrichment; pollution control; sediment pollution; Article; denitrification; environmental enrichment; gas; gas diffusion; lake sediment; marine environment; mass spectrometry; mesocosm; microbial community; mineralization; quantitative analysis; analysis; chemical model; chemical structure; chemistry; denitrification; ecosystem restoration; pollutant; procedures; sediment; Long Island Sound; United States; Denitrification; Environmental Pollutants; Environmental Restoration and Remediation; Explosive Agents; Geologic Sediments; Models, Chemical; Molecular Structure; Nitrogen; Seawater; Triazines","Smith, R.W.; University of Connecticut, Department of Marine Sciences, 1080 Shennocossett Road, United States",Article,Final,,Scopus,2-s2.0-84923070700,,IFSMS 2016,Explosive Scene,Explosives
"Smith R.W., Vlahos P., Bˆhlke J.K., Ariyarathna T., Ballentine M., Cooper C., Fallis S., Groshens T.J., Tobias C.",55727432700;15749703500;7004491698;36627907700;54881458100;7403318621;6506552820;6602605400;7102921922;,"Tracing the Cycling and Fate of the Explosive 2,4,6-Trinitrotoluene in Coastal Marine Systems with a Stable Isotopic Tracer, 15N-[TNT]",2015,Environmental Science and Technology,49,20,,12223,12231,,7,10.1021/acs.est.5b02907,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944937055&doi=10.1021%2facs.est.5b02907&partnerID=40&md5=05678ed559403fb9241268cc7c0ab309,"Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States; Global Aquatic Research LLC, 6276 Ridge Road, Sodus, NY  14551, United States; U.S. Geological Survey, 431 National Center, Reston, VA  20192, United States; Naval Air Warfare Center, Weapons Division, Chemistry Division, China Lake, CA  93555, United States","Smith, R.W., Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States, Global Aquatic Research LLC, 6276 Ridge Road, Sodus, NY  14551, United States; Vlahos, P., Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States; Bˆhlke, J.K., U.S. Geological Survey, 431 National Center, Reston, VA  20192, United States; Ariyarathna, T., Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States; Ballentine, M., Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States; Cooper, C., Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States; Fallis, S., Naval Air Warfare Center, Weapons Division, Chemistry Division, China Lake, CA  93555, United States; Groshens, T.J., Naval Air Warfare Center, Weapons Division, Chemistry Division, China Lake, CA  93555, United States; Tobias, C., Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, Groton, CT  06340, United States",,"Ecosystems; Explosives; Histology; Multivariant analysis; Oxic sediments; Sediments; Suspended sediments; Tissue; 2 ,4 ,6-trinitrotoluene; Coastal marine systems; Isotopically labeled; Military explosives; Multivariate statistical analysis; Suspended particulate matters; Transformation pathways; Transformation products; Marine pollution; 2,4,6 trinitrotoluene n 15; nitrogen 15; sea water; tracer; trinitrotoluene; unclassified drug; mineral; nitrogen; particulate matter; trinitrotoluene; water pollutant; biological uptake; dissolved inorganic nitrogen; environmental fate; explosive; marine ecosystem; mineralization; oxic conditions; seawater; sorption; stable isotope; suspended particulate matter; tracer; animal tissue; Article; biogeochemical cycling; Callinectes sapidus; Carcinus maenas; clam; coastal waters; deamination; environmental impact; environmental monitoring; flounder; Fucus vesiculosus; Fundulus heteroclitus; mineralization; mussel; nonhuman; oyster; sediment; suspended particulate matter; Ulva; waste component removal; analysis; chemistry; ecosystem; isotope labeling; particulate matter; solubility; water pollutant; Ecosystem; Isotope Labeling; Minerals; Nitrogen; Nitrogen Isotopes; Particulate Matter; Seawater; Solubility; Trinitrotoluene; Water Pollutants, Chemical","Smith, R.W.; Department of Marine Sciences, University of Connecticut, 1080 Shennocossett Road, United States",Article,Final,,Scopus,2-s2.0-84944937055,,IFSMS 2016,Explosive Scene,Explosives
"Ueland M., Blanes L., Taudte R.V., Stuart B.H., Cole N., Willis P., Roux C., Doble P.",55832747800;8606130700;55907909000;7102231958;25123483300;7102962686;7202017940;6603627895;,Capillary-driven microfluidic paper-based analytical devices for lab on a chip screening of explosive residues in soil,2016,Journal of Chromatography A,1436,,,28,33,,38,10.1016/j.chroma.2016.01.054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983189827&doi=10.1016%2fj.chroma.2016.01.054&partnerID=40&md5=3e2ca69e6cdde12c51b93ab24bfc3773,"Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States","Ueland, M., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Blanes, L., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Taudte, R.V., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Stuart, B.H., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Cole, N., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Willis, P., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Roux, C., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia; Doble, P., Centre for Forensic Science, University of Technology, Sydney Broadway, NSW, Australia",Explosive detection; Lab on a chip; ?PADs,Analytic equipment; Explosives; Explosives detection; Extraction; Microfluidics; Quenching; Soils; Circular samplings; Explosive Detection; Explosive residues; Fluorescence quenching; Lab-on-a-chip devices; Paper-based analytical devices; Rapid identification; Separation buffers; Lab-on-a-chip; explosive; explosive; soil; analytic method; Article; chemical analysis; concentration (parameters); controlled study; equipment design; flow rate; general device; hydrophobicity; lab on a chip; microfluidic analysis; microfluidic paper based analytical device; priority journal; process development; product development; residue analysis; separation technique; soil analysis; wax printing; chemistry; devices; paper; soil; Explosive Agents; Lab-On-A-Chip Devices; Microfluidic Analytical Techniques; Paper; Soil,"Doble, P.; Professor of Analytical Chemistry, Director Elemental Bio-imaging Facility, School of Chemistry and Forensic Science, University of Technology Sydney, P.O. Box 123, Australia; email: Philip.Doble@uts.edu.au",Article,Final,Open Access,Scopus,2-s2.0-84983189827,,IFSMS 2016,Explosive Scene,Explosives
"Xiong, K.",,"UV Resonance Raman Spectroscopy: A Highly Sensitive, Selective and Fast Technique for Environmental Analysis.",2014,Journal of Environmental Analytical Chemistry,2,1,,,,,,,,,,,,,Article,,,,,,IFSMS 2016,Explosive Scene,Explosives
"¡lvarez-¡lvarez C.M., Zapata-Montoya A.M., Montoya-CaÒola S.M., OrdoÒez-Carmona O., Zapata-Madriga G.D.",56398098500;56398564500;56398573700;6507083896;25629160800;,Detection of explosive atmospheres using the software AtmosXp V2.0 [DetecciÛn de atmosferas explosivas usando el software AtmosXp V2.0],2014,DYNA (Colombia),81,187,,91,95,,,10.15446/dyna.v81n187.40520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908314056&doi=10.15446%2fdyna.v81n187.40520&partnerID=40&md5=e30e751db9afa86a9ee022bab54d07de,"Universidad Nacional de Colombia, Colombia","¡lvarez-¡lvarez, C.M., Universidad Nacional de Colombia, Colombia; Zapata-Montoya, A.M., Universidad Nacional de Colombia, Colombia; Montoya-CaÒola, S.M., Universidad Nacional de Colombia, Colombia; OrdoÒez-Carmona, O., Universidad Nacional de Colombia, Colombia; Zapata-Madriga, G.D., Universidad Nacional de Colombia, Colombia",Atmospheres; Coal; Cowardís diagram; Explosive; Underground Mining,,"¡lvarez-¡lvarez, C.M.; Universidad Nacional de ColombiaColombia",Article,Final,Open Access,Scopus,2-s2.0-84908314056,,IFSMS 2016,Explosive Scene,Explosives
"Anderson E.K., Aslam T.D., Jackson S.I.",57198919254;7003670896;7402695193;,Transverse initiation of an insensitive explosive in a layered slab geometry: Front shapes and post-shock flow measurements,2014,Combustion and Flame,161,7,,1944,1954,,6,10.1016/j.combustflame.2013.12.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901607824&doi=10.1016%2fj.combustflame.2013.12.023&partnerID=40&md5=f37e9da609a4cabfcf2fdcd00947c041,"Shock and Detonation Physics Group, WX-9, LANL, Los Alamos, NM 87545, United States","Anderson, E.K., Shock and Detonation Physics Group, WX-9, LANL, Los Alamos, NM 87545, United States; Aslam, T.D., Shock and Detonation Physics Group, WX-9, LANL, Los Alamos, NM 87545, United States; Jackson, S.I., Shock and Detonation Physics Group, WX-9, LANL, Los Alamos, NM 87545, United States",Detonation; Explosive; Shock,Explosives; Initiators (explosives); Phase velocity; Velocity control; Detonation shock dynamics; Insensitive explosives; Insensitive high explosive; Particle velocities; Particle velocity profile; Shock; Shock-to-detonation transition; Transmitted shock; Detonation; explosive; article; explosion; flow measurement; geometry; image processing; ionization; priority journal; thickness; velocity,"Anderson, E.K.; Shock and Detonation Physics Group, WX-9, LANL, Los Alamos, NM 87545, United States; email: eanderson@lanl.gov",Article,Final,,Scopus,2-s2.0-84901607824,,IFSMS 2016,Explosive Scene,Explosives
"Anderson E.K., Aslam T.D., Jackson S.I.",57198919254;7003670896;7402695193;,The effect of transverse shock propagation on the shock-to-detonation transition process for an insensitive explosive,2015,Proceedings of the Combustion Institute,35,2,,2033,2040,,4,10.1016/j.proci.2014.07.072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947326327&doi=10.1016%2fj.proci.2014.07.072&partnerID=40&md5=617f8cbd40db4f6c65214a663dc49d20,"Shock and Detonation Physics Group, Dynamic and Energetic Materials Division, Los Alamos National Laboratory, Los Alamos, NM  87545, United States","Anderson, E.K., Shock and Detonation Physics Group, Dynamic and Energetic Materials Division, Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Aslam, T.D., Shock and Detonation Physics Group, Dynamic and Energetic Materials Division, Los Alamos National Laboratory, Los Alamos, NM  87545, United States; Jackson, S.I., Shock and Detonation Physics Group, Dynamic and Energetic Materials Division, Los Alamos National Laboratory, Los Alamos, NM  87545, United States",Detonation; Initiation; Shock; Transition,Detonation; Good correlations; Initiation; Insensitive explosives; Shock; Shock to detonation transitions; Transition; Transverse components; Two Dimensional (2 D); Explosives,"Anderson, E.K.; Los Alamos National Laboratory, MS P952, P.O. Box 1663, United States",Article,Final,Open Access,Scopus,2-s2.0-84947326327,,IFSMS 2016,Explosive Scene,Explosives
"Anderson S.R., Am Ende D.J., Salan J.S., Samuels P.",56047930600;6602597173;52864598900;53986504200;,Preparation of an energetic-energetic cocrystal using resonant acoustic mixing,2014,"Propellants, Explosives, Pyrotechnics",39,5,,637,640,,43,10.1002/prep.201400092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911973510&doi=10.1002%2fprep.201400092&partnerID=40&md5=7062daf109d3f015c61f4d83d56a53bf,"Nalas Engineering Services, Inc., 85 Westbrook Road, Centerbrook, CT  06409, United States; Armament Research Development and Engineering, Command (ARDEC), Picatinny Arsenal, NJ, United States","Anderson, S.R., Nalas Engineering Services, Inc., 85 Westbrook Road, Centerbrook, CT  06409, United States; Am Ende, D.J., Nalas Engineering Services, Inc., 85 Westbrook Road, Centerbrook, CT  06409, United States; Salan, J.S., Nalas Engineering Services, Inc., 85 Westbrook Road, Centerbrook, CT  06409, United States; Samuels, P., Armament Research Development and Engineering, Command (ARDEC), Picatinny Arsenal, NJ, United States",CL-20; Cocrystal; Energetic cocrystal; HMX; Labram; Resonant acoustic mixing,Explosives; HMX; Co-crystals; Labram; Quantitative yields; Resonant acoustic mixing; Resource-efficient; Solution crystallization; Mixing,,Article,Final,,Scopus,2-s2.0-84911973510,,IFSMS 2016,Explosive Scene,Explosives
"Bajaj A., John C., Singh, M.",,Explosive Post Blast Analysis: A Case Study,2016,European Journal of Forensic Sciences,3,2,,1,,,,,,,,,,,Article,,,,,,IFSMS 2016,Explosive Scene,Explosives
"Borrion H., Tripathi K., Chen P., Moon S.",,Threat detection: A framework for security architects and designers of metropolitan rail systems,2014,Urban Planning and Transport Research,2,1,,173,194,,7,,,,"Borrion, H.; Tripathi, K.; Chen, P.; Moon, S.",,,,Article,Final,,Scopus,2-s2.0-84952322258,,IFSMS 2016,Explosive Scene,Explosives
"Bors D., Cummins J., Goodpaster J.",55913415500;45060988800;55912901600;,"The anatomy of a pipe bomb explosion: The effect of explosive filler, container material and ambient temperature on device fragmentation",2014,Forensic Science International,234,,,95,102,,5,10.1016/j.forsciint.2013.10.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896929360&doi=10.1016%2fj.forsciint.2013.10.017&partnerID=40&md5=40fb93ed3af1b0fa3db2ec58cb17258e,"Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, IN 46202, United States","Bors, D., Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, IN 46202, United States; Cummins, J., Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, IN 46202, United States; Goodpaster, J., Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, Indiana University Purdue University Indianapolis (IUPUI), Indianapolis, IN 46202, United States",Explosives; Forensic Science; Fragmentation; Pipe bomb; Pyrodex; Smokeless powder,polyvinylchloride; steel; analytical parameters; article; bomb; cameras and films; chemical composition; container; energy yield; environmental temperature; explosion; fragment weight distribution map; high speed filmography; histogram; intermethod comparison; mass; particle vector velocity map; pipe bomb; priority journal; seasonal variation; spring; time; velocity; winter,"Goodpaster, J.; Forensic and Investigative Sciences Program, Indiana University Purdue University Indianapolis, 402 North Blackford Street LD326, Indianapolis, IN 46202, United States; email: jvgoodpa@iupui.edu",Article,Final,,Scopus,2-s2.0-84896929360,,IFSMS 2016,Explosive Scene,Explosives
"Bors D., Cummins J., Goodpaster J.",55913415500;45060988800;55912901600;,The Anatomy of a Pipe Bomb Explosion: Measuring the Mass and Velocity Distributions of Container Fragments,2014,Journal of Forensic Sciences,59,1,,42,51,,5,10.1111/1556-4029.12294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891830045&doi=10.1111%2f1556-4029.12294&partnerID=40&md5=275b5bd6e0a716827f00f1982f5509f7,"Forensic and Investigative Sciences Program, Department of Chemistry and Chemical Biology, Indiana University Purdue University Indianapolis (IUPUI), 402 North Blackford Street, Indianapolis, IN 46202, United States","Bors, D., Forensic and Investigative Sciences Program, Department of Chemistry and Chemical Biology, Indiana University Purdue University Indianapolis (IUPUI), 402 North Blackford Street, Indianapolis, IN 46202, United States; Cummins, J., Forensic and Investigative Sciences Program, Department of Chemistry and Chemical Biology, Indiana University Purdue University Indianapolis (IUPUI), 402 North Blackford Street, Indianapolis, IN 46202, United States; Goodpaster, J., Forensic and Investigative Sciences Program, Department of Chemistry and Chemical Biology, Indiana University Purdue University Indianapolis (IUPUI), 402 North Blackford Street, Indianapolis, IN 46202, United States",Explosives; Forensic science; Fragmentation; High-speed video; Pipe bomb; Smokeless powder,,"Goodpaster, J.; Forensic and Investigative Sciences Program, Department of Chemistry and Chemical Biology, IUPUI, 402 North Blackford Street, Indianapolis, IN 46202, United States; email: jvgoodpa@iupui.edu",Article,Final,,Scopus,2-s2.0-84891830045,,IFSMS 2016,Explosive Scene,Explosives
"Chen Q.-C., Fu Q.-B., Chen L., Han Z.-F.",37005547900;15131874800;35995373600;56010495500;,Parametric influences on the sensitivity of exploding foil initiators,2014,"Propellants, Explosives, Pyrotechnics",39,4,,558,562,,17,10.1002/prep.201300108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905861668&doi=10.1002%2fprep.201300108&partnerID=40&md5=e00117ef9c9cfb2ed6f9ec1fb0507f8f,"School of Mechatronical Engineering, Beijing Institute of Technology, 100081, Beijing, China; Institute of Chemical Materials, China Academy of Engineering Physics, 621900, Mianyang Sichuan Province, China","Chen, Q.-C., School of Mechatronical Engineering, Beijing Institute of Technology, 100081, Beijing, China, Institute of Chemical Materials, China Academy of Engineering Physics, 621900, Mianyang Sichuan Province, China; Fu, Q.-B., Institute of Chemical Materials, China Academy of Engineering Physics, 621900, Mianyang Sichuan Province, China; Chen, L., School of Mechatronical Engineering, Beijing Institute of Technology, 100081, Beijing, China; Han, Z.-F., School of Mechatronical Engineering, Beijing Institute of Technology, 100081, Beijing, China",Exploding foil initiators; Explosive mechanics; Metal foil; Sensitivity,Metal foil; Threshold voltage; Exploding foils; Explosive mechanics; Foil thickness; Maximum velocity; Sensitivity; Up-and-down method; Initiators (explosives),,Article,Final,,Scopus,2-s2.0-84905861668,,IFSMS 2016,Explosive Scene,Explosives
"Chen Z.-X., Xiao H.-M.",7409487909;7401565360;,Quantum chemistry derived criteria for impact sensitivity,2014,"Propellants, Explosives, Pyrotechnics",39,4,,487,495,,32,10.1002/prep.201300123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905861789&doi=10.1002%2fprep.201300123&partnerID=40&md5=eccafbae33ccbd3112745050467d3abc,"Key Laboratory of Mesoscopic Chemistry of MOE, School of Chemistry and Chemical Engineering, Nanjing University, Nanjing, 210093, China; School of Chemistry and Chemical Engineering, Nanjing University of Science and Technology, Nanjing, 210094, China","Chen, Z.-X., Key Laboratory of Mesoscopic Chemistry of MOE, School of Chemistry and Chemical Engineering, Nanjing University, Nanjing, 210093, China; Xiao, H.-M., School of Chemistry and Chemical Engineering, Nanjing University of Science and Technology, Nanjing, 210094, China",Impact sensitivity; Quantum chemistry,Chemical bonds; Explosives; Chemical explosions; Chemical phenomenas; Computational quantum chemistry; Critical properties; Derived parameters; Explosive properties; External stimulus; Impact sensitivities; Quantum chemistry,,Review,Final,,Scopus,2-s2.0-84905861789,,IFSMS 2016,Explosive Scene,Explosives
"Dorton S.L., Liu D.",56154774700;23767142000;,Effects of Baggage Volume and Alarm Rate on Airport Security Screening Checkpoint Efficiency using Queuing Networks and Discrete Event Simulation,2016,Human Factors and Ergonomics In Manufacturing,26,1,,95,109,,8,10.1002/hfm.20616,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955174796&doi=10.1002%2fhfm.20616&partnerID=40&md5=85a1501ad6c93731c08a19b3dd1c2423,"Department of Human Factors and Systems, Embry-Riddle Aeronautical University, 600 S. Clyde Morris Blvd, Daytona Beach, FL  32114, United States","Dorton, S.L., Department of Human Factors and Systems, Embry-Riddle Aeronautical University, 600 S. Clyde Morris Blvd, Daytona Beach, FL  32114, United States; Liu, D., Department of Human Factors and Systems, Embry-Riddle Aeronautical University, 600 S. Clyde Morris Blvd, Daytona Beach, FL  32114, United States",Airport security screening; Alarm rate; Baggage volume; Discrete event simulation; Queuing theory,Airports; Alarm systems; Discrete event simulation; Queueing networks; Queueing theory; Sensitivity analysis; Throughput; Alarm rate; Baggage volume; Empirical approach; Origin and destinations; Queuing theory; Security screening; Statistical testing; Theoretical modeling; Airport security,"Liu, D.; Department of Human Factors and Systems, Embry-Riddle Aeronautical University, 600 S. Clyde Morris Blvd, United States; email: dahai.liu@erau.edu",Article,Final,,Scopus,2-s2.0-84955174796,,IFSMS 2016,Explosive Scene,Explosives
